"","date","location","state","latitude","longitude"
"7778","2016/10/30","Dresden","Sachsen",51.0504088,13.7372621
"7779","2016/10/29","Garmisch-Partenkirchen","Bayern",47.4919023,11.0947806
"7780","2016/10/29","Meiningen","Thüringen",50.5739121,10.4190128
"7781","2016/10/29","Dötlingen","Niedersachsen",52.9354504,8.3807889
"7782","2016/10/29","Speyer","Rheinland-Pfalz",49.3172765,8.4412172
"7783","2016/10/29","Cottbus","Brandenburg",51.7563108,14.3328679
"7784","2016/10/29","Borsfleth","Schleswig-Holstein",53.8266133,9.4311713
"7785","2016/10/29","Windorf","Bayern",48.6237478,13.224422
"7786","2016/10/28","Nordhausen","Thüringen",51.4983551,10.7931122
"7787","2016/10/28","Eberswalde","Brandenburg",52.837133,13.7875871
"7788","2016/10/28","Sömmerda","Thüringen",51.1594582,11.1188764
"7789","2016/10/28","Berlin","Berlin",52.5200066,13.404954
"7790","2016/10/28","Hagenow","Mecklenburg-Vorpommern",53.427648,11.1900699
"7791","2016/10/28","Hellersdorf, Berlin","Berlin",52.5366324,13.6049001
"7792","2016/10/28","Emmerting","Bayern",48.1994207,12.7684268
"7793","2016/10/28","Ahaus","Nordrhein-Westfalen",52.0825322,7.0150057
"7794","2016/10/28","Flensburg","Schleswig-Holstein",54.7937431,9.4469964
"7795","2016/10/27","Frankfurt an der Oder","Brandenburg",52.3472237,14.5505673
"7796","2016/10/27","Hellersdorf, Berlin","Berlin",52.5366324,13.6049001
"7797","2016/10/27","Strausberg","Brandenburg",52.5659128,13.8777546
"7798","2016/10/27","Marburg","Hessen",50.8018843,8.7657677
"7799","2016/10/27","Ueckermünde","Mecklenburg-Vorpommern",53.7360433,14.0360788
"7800","2016/10/26","Berlin","Berlin",52.5200066,13.404954
"7801","2016/10/26","Niepars","Mecklenburg-Vorpommern",54.3098475,12.9256627
"7802","2016/10/26","Chemnitz","Sachsen",50.8282222,12.9208547
"7803","2016/10/26","Reutlingen","Baden-Württemberg",48.4912389,9.2046411
"7804","2016/10/26","Ühlingen-Birkendorf","Baden-Württemberg",47.7192556,8.316936
"7805","2016/10/26","Meißen","Sachsen",51.1617842,13.4976592
"7806","2016/10/26","Bad Friedrichshall","Baden-Württemberg",49.2282271,9.2165086
"7807","2016/10/25","Lauterbach","Baden-Württemberg",48.2291616,8.3445273
"7808","2016/10/25","Weimar","Thüringen",50.9794934,11.3235439
"7809","2016/10/25","Döbeln","Sachsen",51.1229322,13.1167196
"7810","2016/10/25","Berlin","Berlin",52.5200066,13.404954
"7811","2016/10/25","Weimar","Thüringen",50.9794934,11.3235439
"7812","2016/10/25","Offenburg","Baden-Württemberg",48.473451,7.9498017
"7813","2016/10/24","Chemnitz","Sachsen",50.8282222,12.9208547
"7814","2016/10/24","Ebersbach an der Fils","Baden-Württemberg",48.7178492,9.5283591
"7815","2016/10/24","Grimmen","Mecklenburg-Vorpommern",54.1081457,13.0377493
"7816","2016/10/24","Erfurt","Thüringen",50.9847679,11.0298799
"7817","2016/10/24","Nürtingen","Baden-Württemberg",48.624421,9.3469069
"7818","2016/10/24","Heidenau","Sachsen",50.9758426,13.8661223
"7819","2016/10/24","Leuben, Dresden","Sachsen",51.0101184,13.8306632
"7820","2016/10/23","Bautzen","Sachsen",51.182293,14.4237749
"7821","2016/10/23","Schwedt","Brandenburg",53.0624695,14.2734639
"7822","2016/10/23","Mittweida","Sachsen",50.9853149,12.9740557
"7823","2016/10/23","Bremen","Bremen",53.0792962,8.8016937
"7824","2016/10/23","Görlitz","Sachsen",51.1524553,14.9688941
"7825","2016/10/23","Eilenburg","Sachsen",51.4597557,12.617702
"7826","2016/10/23","Rostock","Mecklenburg-Vorpommern",54.0924406,12.0991466
"7827","2016/10/23","Erfurt","Thüringen",50.9847679,11.0298799
"7828","2016/10/22","Genthin","Sachsen-Anhalt",52.4006218,12.1601527
"7829","2016/10/22","Schwalbach","Saarland",49.3056059,6.8218908
"7830","2016/10/22","Mehrhoog, Hamminkeln","Nordrhein-Westfalen",51.7372525,6.5043921
"7831","2016/10/22","Bad Freienwalde","Brandenburg",52.7829161,14.0385706
"7832","2016/10/22","Lünen","Nordrhein-Westfalen",51.6104829,7.5285074
"7833","2016/10/22","Chemnitz","Sachsen",50.8282222,12.9208547
"7834","2016/10/21","Pforzheim","Baden-Württemberg",48.8921862,8.6946286
"7835","2016/10/21","Neu-Hohenschönhausen, Berlin","Berlin",52.567079,13.5152134
"7836","2016/10/21","Sulingen","Niedersachsen",52.683341,8.8109259
"7837","2016/10/21","Rheine","Nordrhein-Westfalen",52.2815691,7.4434092
"7838","2016/10/21","Berlin","Berlin",52.5200066,13.404954
"7839","2016/10/21","Luhe-Wildenau","Bayern",49.578071,12.1172415
"7840","2016/10/21","Neukirchen an der Pleiße","Sachsen",51.1823394007276,12.4087944979244
"7841","2016/10/21","Wenzenbach","Bayern",49.0758074,12.1988658
"7842","2016/10/21","Berlin","Berlin",52.5200066,13.404954
"7843","2016/10/21","Wenzenbach","Bayern",49.0758074,12.1988658
"7844","2016/10/21","Meiningen","Thüringen",50.5739121,10.4190128
"7845","2016/10/21","Prenzlau","Brandenburg",53.3173433,13.8633409
"7846","2016/10/21","Hamburg","Hamburg",53.5488282,9.9871703
"7847","2016/10/20","Stephanskirchen","Bayern",47.8553335,12.1840788
"7848","2016/10/20","Nürnberg","Bayern",49.4521018,11.0766654
"7849","2016/10/20","Ennepetal","Nordrhein-Westfalen",51.3001092,7.3613429
"7850","2016/10/20","Bad Laasphe","Nordrhein-Westfalen",50.9279488,8.4194979
"7851","2016/10/20","Walberberg, Bornheim","Nordrhein-Westfalen",50.7933732,6.9128735
"7852","2016/10/20","Haldensleben","Sachsen-Anhalt",52.2827293,11.4170506
"7853","2016/10/20","Magdeburg","Sachsen-Anhalt",52.1205333,11.6276237
"7854","2016/10/20","Erfurt","Thüringen",50.9847679,11.0298799
"7855","2016/10/20","Nürnberg","Bayern",49.4521018,11.0766654
"7856","2016/10/20","Treuenbrietzen","Brandenburg",52.0916007,12.8655166
"7857","2016/10/19","Berlin","Berlin",52.5200066,13.404954
"7858","2016/10/19","Hamburg","Hamburg",53.5488282,9.9871703
"7859","2016/10/19","Senftenberg","Brandenburg",51.5204143,14.0049711
"7860","2016/10/18","Bruchhausen-Vilsen","Niedersachsen",52.8276936,8.9889416
"7861","2016/10/18","Bedburg","Nordrhein-Westfalen",50.989348,6.5711524
"7862","2016/10/18","Bedburg","Nordrhein-Westfalen",50.989348,6.5711524
"7863","2016/10/18","Ellefeld","Sachsen",50.4853657,12.3860935
"7864","2016/10/18","Neu-Hohenschönhausen, Berlin","Berlin",52.567079,13.5152134
"7865","2016/10/18","Bruchhausen-Vilsen","Niedersachsen",52.8276936,8.9889416
"7866","2016/10/18","Burg bei Magdeburg","Sachsen-Anhalt",52.2709013,11.8553502
"7867","2016/10/18","Feucht","Bayern",49.3753539,11.2129142
"7868","2016/10/18","Hamburg","Hamburg",53.5488282,9.9871703
"7869","2016/10/18","Burg bei Magdeburg","Sachsen-Anhalt",52.2709013,11.8553502
"7870","2016/10/18","Barsinghausen","Niedersachsen",52.3020737,9.4693993
"7871","2016/10/17","Langquaid","Bayern",48.8238406,12.0505158
"7872","2016/10/17","Güstrow","Mecklenburg-Vorpommern",53.8002129,12.1745703
"7873","2016/10/17","Auerbach","Sachsen",50.5079692,12.3981373
"7874","2016/10/17","Wernigerode","Sachsen-Anhalt",51.8368113,10.7844266
"7875","2016/10/17","Überlingen","Baden-Württemberg",47.7661746,9.1702772
"7876","2016/10/17","Berlin","Berlin",52.5200066,13.404954
"7877","2016/10/16","Alsfeld","Hessen",50.750828,9.2691602
"7878","2016/10/16","Dresden","Sachsen",51.0504088,13.7372621
"7879","2016/10/16","Weißenfels","Sachsen-Anhalt",51.1987896,11.9668979
"7880","2016/10/16","Schloß Holte-Stukenbrock","Nordrhein-Westfalen",51.9027288,8.6359771
"7881","2016/10/16","Sottrum","Niedersachsen",53.1123973,9.2317413
"7882","2016/10/16","Cottbus","Brandenburg",51.7563108,14.3328679
"7883","2016/10/16","Varel","Niedersachsen",53.3961959,8.1368242
"7884","2016/10/15","Dresden","Sachsen",51.0504088,13.7372621
"7885","2016/10/15","Oschersleben","Sachsen-Anhalt",52.0271323,11.22858
"7886","2016/10/15","Quedlinburg","Sachsen-Anhalt",51.7920562,11.141448
"7887","2016/10/15","Bremen","Bremen",53.0792962,8.8016937
"7888","2016/10/15","Eberswalde","Brandenburg",52.837133,13.7875871
"7889","2016/10/15","Sottrum","Niedersachsen",53.1123973,9.2317413
"7890","2016/10/15","Wismar","Mecklenburg-Vorpommern",53.8879706,11.4621371
"7891","2016/10/15","Rostock","Mecklenburg-Vorpommern",54.0924406,12.0991466
"7892","2016/10/15","Berlin","Berlin",52.5200066,13.404954
"7893","2016/10/15","Leck","Schleswig-Holstein",54.7715331,8.9759886
"7894","2016/10/15","Paderborn","Nordrhein-Westfalen",51.7189205,8.7575093
"7895","2016/10/15","Schloß Holte-Stukenbrock","Nordrhein-Westfalen",51.9027288,8.6359771
"7896","2016/10/15","Baden-Baden","Baden-Württemberg",48.76564,8.2285242
"7897","2016/10/14","Meiningen","Thüringen",50.5739121,10.4190128
"7898","2016/10/14","Neersen, Willich","Nordrhein-Westfalen",51.2534468,6.4745204
"7899","2016/10/14","Chemnitz","Sachsen",50.8282222,12.9208547
"7900","2016/10/13","Schraplau","Sachsen-Anhalt",51.435727,11.6650061
"7901","2016/10/13","Hellersdorf, Berlin","Berlin",52.5366324,13.6049001
"7902","2016/10/13","Aurich","Niedersachsen",53.472548,7.4833137
"7903","2016/10/13","Traunstein","Bayern",47.8677574,12.6384037
"7904","2016/10/13","Muggensturm","Baden-Württemberg",48.8696412,8.2767765
"7905","2016/10/13","Chemnitz","Sachsen",50.8282222,12.9208547
"7906","2016/10/13","Bad Oyenhausen","Nordrhein-Westfalen",52.2084623,8.8009706
"7907","2016/10/13","Lauterbach","Baden-Württemberg",48.2291616,8.3445273
"7908","2016/10/13","Leipzig","Sachsen",51.3396955,12.3730747
"7909","2016/10/13","Prenzlau","Brandenburg",53.3173433,13.8633409
"7910","2016/10/13","Rostock","Mecklenburg-Vorpommern",54.0924406,12.0991466
"7911","2016/10/12","Hirschaid","Bayern",49.8190535,10.992433
"7912","2016/10/12","Walldorf","Baden-Württemberg",49.3063689,8.6427693
"7913","2016/10/12","Chemnitz","Sachsen",50.8282222,12.9208547
"7914","2016/10/12","Luckau","Brandenburg",51.8530383,13.7099741
"7915","2016/10/12","Chemnitz","Sachsen",50.8282222,12.9208547
"7916","2016/10/12","Pfarrkirchen","Bayern",48.4319231,12.9378735
"7917","2016/10/11","Rastede","Niedersachsen",53.2445468,8.2005361
"7918","2016/10/11","Berlin","Berlin",52.5200066,13.404954
"7919","2016/10/11","Berlin","Berlin",52.5200066,13.404954
"7920","2016/10/11","Rendsburg","Schleswig-Holstein",54.3080869,9.6606993
"7921","2016/10/11","Jeersdorf, Scheeßel","Niedersachsen",53.1705513,9.465246
"7922","2016/10/11","Schwandorf","Bayern",49.3308876,12.1068067
"7923","2016/10/11","Gröbzig","Sachsen-Anhalt",51.6814113,11.8753916
"7924","2016/10/10","Lüneburg","Niedersachsen",53.2478704,10.4160637
"7925","2016/10/10","Meiningen","Thüringen",50.5739121,10.4190128
"7926","2016/10/10","Leegebruch","Brandenburg",52.7217325,13.1935992
"7927","2016/10/10","Klingberg, Scharbeutz","Schleswig-Holstein",54.0233381,10.7009889
"7928","2016/10/10","Ilmenau","Thüringen",50.6843502,10.9254728
"7929","2016/10/09","Kefenrod","Hessen",50.3449697,9.2110189
"7930","2016/10/09","Dorsten","Nordrhein-Westfalen",51.6559681,6.9642606
"7931","2016/10/09","Leipzig","Sachsen",51.3396955,12.3730747
"7932","2016/10/09","Frauenstein","Sachsen",50.8012443,13.5372311
"7933","2016/10/09","Blankenfelde","Brandenburg",52.3480918,13.4036096
"7934","2016/10/09","Linden, Bochum","Nordrhein-Westfalen",51.4248216,7.1703
"7935","2016/10/09","Schiltach","Baden-Württemberg",48.2917596,8.3468916
"7936","2016/10/09","Kassel","Hessen",51.3127114,9.4797461
"7937","2016/10/09","Blankenfelde","Brandenburg",52.3480918,13.4036096
"7938","2016/10/09","Dresden","Sachsen",51.0504088,13.7372621
"7939","2016/10/09","Nauen","Brandenburg",52.6069165,12.8814887
"7940","2016/10/09","Öhringen","Baden-Württemberg",49.199931,9.5029492
"7941","2016/10/09","Halle an der Saale","Sachsen-Anhalt",51.4953567,11.9662371
"7942","2016/10/09","Chemnitz","Sachsen",50.8282222,12.9208547
"7943","2016/10/09","Güstrow","Mecklenburg-Vorpommern",53.8002129,12.1745703
"7944","2016/10/08","München","Bayern",48.1351253,11.5819806
"7945","2016/10/08","Borgholzhausen","Nordrhein-Westfalen",52.101393,8.3023338
"7946","2016/10/08","Eslarn","Bayern",49.5820959,12.5193822
"7947","2016/10/08","Sankt Augustin","Nordrhein-Westfalen",50.7694775,7.1875786
"7948","2016/10/08","Mannheim","Baden-Württemberg",49.4874592,8.4660395
"7949","2016/10/07","Rudolstadt","Thüringen",50.7182972,11.3336548
"7950","2016/10/07","Bad Birnbach","Bayern",48.4440584,13.0899962
"7951","2016/10/07","Berlin","Berlin",52.5200066,13.404954
"7952","2016/10/07","Twistringen","Niedersachsen",52.796958,8.6392413
"7953","2016/10/07","Bammental","Baden-Württemberg",49.3535343,8.7783092
"7954","2016/10/07","Bautzen","Sachsen",51.182293,14.4237749
"7955","2016/10/07","Leipzig","Sachsen",51.3396955,12.3730747
"7956","2016/10/07","Weißenburg in Bayern","Bayern",49.0329644,10.9719688
"7957","2016/10/06","Kiel","Schleswig-Holstein",54.3232927,10.1227652
"7958","2016/10/06","Sebnitz","Sachsen",50.9709117,14.273873
"7959","2016/10/06","Nürnberg","Bayern",49.4521018,11.0766654
"7960","2016/10/06","Merseburg","Sachsen-Anhalt",51.3563278,11.9917462
"7961","2016/10/06","München","Bayern",48.1351253,11.5819806
"7962","2016/10/06","Cottbus","Brandenburg",51.7563108,14.3328679
"7963","2016/10/06","Twistringen","Niedersachsen",52.796958,8.6392413
"7964","2016/10/06","Lichtenberg, Berlin","Berlin",52.5335904,13.4998575
"7965","2016/10/06","Neukölln, Berlin","Berlin",52.4743863,13.4470859
"7966","2016/10/06","Berlin","Berlin",52.5200066,13.404954
"7967","2016/10/05","Chemnitz","Sachsen",50.8282222,12.9208547
"7968","2016/10/05","Essen","Nordrhein-Westfalen",51.4556432,7.0115552
"7969","2016/10/05","Berlin","Berlin",52.5200066,13.404954
"7970","2016/10/05","Taarstedt","Schleswig-Holstein",54.5703505,9.6890684
"7971","2016/10/05","Würzburg","Bayern",49.7913044,9.9533548
"7972","2016/10/05","Chemnitz","Sachsen",50.8282222,12.9208547
"7973","2016/10/05","Essenbach","Bayern",48.613384,12.2188601
"7974","2016/10/04","Verden an der Aller","Niedersachsen",52.924648,9.2280756
"7975","2016/10/04","Leutersdorf","Sachsen",50.958861,14.6479619
"7976","2016/10/04","Cottbus","Brandenburg",51.7563108,14.3328679
"7977","2016/10/04","Oldenburg","Niedersachsen",53.1434501,8.2145521
"7978","2016/10/04","Wittenberge","Brandenburg",52.9950038,11.752484
"7979","2016/10/04","Aue","Sachsen",50.5873296,12.699016
"7980","2016/10/04","Verden","Niedersachsen",52.924648,9.2280756
"7981","2016/10/04","Künzelsau","Baden-Württemberg",49.2841494,9.6909296
"7982","2016/10/04","Duisburg","Nordrhein-Westfalen",51.4344079,6.7623293
"7983","2016/10/04","Karstädt","Brandenburg",53.1628303,11.7452754
"7984","2016/10/04","Walberberg, Bornheim","Nordrhein-Westfalen",50.7933732,6.9128735
"7985","2016/10/04","Lauterbach","Baden-Württemberg",48.2291616,8.3445273
"7986","2016/10/03","Schipkau","Brandenburg",51.5168731,13.8978269
"7987","2016/10/03","Farmsen, Hamburg","Hamburg",53.6107299,10.116584
"7988","2016/10/03","Aue","Sachsen",50.5873296,12.699016
"7989","2016/10/03","Rechberghausen","Baden-Württemberg",48.7308906,9.6441766
"7990","2016/10/03","Blasewitz, Dresden","Sachsen",51.042873,13.7953974
"7991","2016/10/03","Bad Emstal","Hessen",51.247324,9.2556191
"7992","2016/10/03","Rottenburg am Neckar","Baden-Württemberg",48.4791318,8.9409486
"7993","2016/10/03","Rechberghausen","Baden-Württemberg",48.7308906,9.6441766
"7994","2016/10/03","Kleve","Nordrhein-Westfalen",51.786726,6.12954
"7995","2016/10/02","Berlin","Berlin",52.5200066,13.404954
"7996","2016/10/02","Dresden","Sachsen",51.0504088,13.7372621
"7997","2016/10/02","Neubrandenburg","Mecklenburg-Vorpommern",53.5678292,13.2779269
"7998","2016/10/02","Berlin","Berlin",52.5200066,13.404954
"7999","2016/10/02","Maxhütte-Haidhof","Bayern",49.186964,12.1129601
"8000","2016/10/02","Cottbus","Brandenburg",51.7563108,14.3328679
"8001","2016/10/02","Remscheid","Nordrhein-Westfalen",51.1787418,7.1896962
"8002","2016/10/01","Heidelberg","Baden-Württemberg",49.3987524,8.6724335
"8003","2016/10/01","Lensahn","Schleswig-Holstein",54.2160726,10.8870305
"8004","2016/10/01","Breitengüßbach","Bayern",49.9725765,10.8905088
"8005","2016/10/01","Jüterbog","Brandenburg",51.9964734,13.0756312
"8006","2016/10/01","Cottbus","Brandenburg",51.7563108,14.3328679
"8007","2016/10/01","Zwönitz","Sachsen",50.6320683,12.8095151
"8008","2016/10/01","Homberg","Hessen",51.0314351,9.4127239
"8009","2016/10/01","Naumburg","Sachsen-Anhalt",51.1520283,11.8142454
"8010","2016/10/01","Stadtoldendorf","Niedersachsen",51.8824786,9.6285342
"8011","2016/09/30","Sebnitz","Sachsen",50.9709117,14.273873
"8012","2016/09/30","Berlin","Berlin",52.5200066,13.404954
"8013","2016/09/30","Sebnitz","Sachsen",50.9709117,14.273873
"8014","2016/09/30","Berlin","Berlin",52.5200066,13.404954
"8015","2016/09/30","Ennigerloh","Nordrhein-Westfalen",51.8402587,8.0308796
"8016","2016/09/30","Schwerin","Mecklenburg-Vorpommern",53.6355022,11.4012499
"8017","2016/09/30","Greiz","Thüringen",50.6556322,12.2021724
"8018","2016/09/30","Hartha","Sachsen",51.0963335,12.9725862
"8019","2016/09/30","Tennstedt, Sangerhausen","Sachsen-Anhalt",51.4738611,11.3060648
"8020","2016/09/30","Spremberg","Brandenburg",51.5696303,14.376813
"8021","2016/09/29","Aschenstedt, Dötlingen","Niedersachsen",52.9366769,8.4204006
"8022","2016/09/29","Brackel","Niedersachsen",53.2983865,10.0465949
"8023","2016/09/29","Pouch","Sachsen-Anhalt",51.6244128,12.4027769
"8024","2016/09/29","Göppingen","Baden-Württemberg",48.7054382,9.6512491
"8025","2016/09/28","Köthen","Sachsen-Anhalt",51.7505762,11.9802357
"8026","2016/09/28","Buchholz in der Nordheide","Niedersachsen",53.3176971,9.8694845
"8027","2016/09/28","Eisenach","Thüringen",50.9795715,10.3146872
"8028","2016/09/28","Oberhausen","Nordrhein-Westfalen",51.4878429,6.863308
"8029","2016/09/28","Alzenau in Unterfranken","Bayern",50.0894084,9.0587414
"8030","2016/09/27","Rotenburg","Schleswig-Holstein",54.2193672,9.6961167
"8031","2016/09/27","Kreuzau","Nordrhein-Westfalen",50.7458197,6.4894836
"8032","2016/09/27","Potsdam","Brandenburg",52.3905689,13.0644729
"8033","2016/09/27","Elmshorn","Schleswig-Holstein",53.7513549,9.6632521
"8034","2016/09/27","Lübbecke","Nordrhein-Westfalen",52.3097404,8.6223098
"8035","2016/09/27","Chemnitz","Sachsen",50.8282222,12.9208547
"8036","2016/09/27","Stuttgart","Baden-Württemberg",48.7758459,9.1829321
"8037","2016/09/27","Alzenau in Unterfranken","Bayern",50.0894084,9.0587414
"8038","2016/09/27","Rotenburg an der Wümme","Niedersachsen",53.1035076,9.3970716
"8039","2016/09/26","Norderstedt","Schleswig-Holstein",53.6993066,10.0008798
"8040","2016/09/26","Warburg","Nordrhein-Westfalen",51.4899078,9.14519
"8041","2016/09/26","Cottbus","Brandenburg",51.7563108,14.3328679
"8042","2016/09/26","Blankenburg, Berlin","Berlin",52.5943985,13.4547504
"8043","2016/09/26","Uhingen","Baden-Württemberg",48.7112849,9.5860838
"8044","2016/09/26","Mühldorf am Inn","Bayern",48.2461124,12.5229789
"8045","2016/09/26","Halle an der Saale","Sachsen-Anhalt",51.4953567,11.9662371
"8046","2016/09/26","Sandesneben","Schleswig-Holstein",53.6879625,10.4890887
"8047","2016/09/26","Leipzig","Sachsen",51.3396955,12.3730747
"8048","2016/09/25","Köthen","Sachsen-Anhalt",51.7505762,11.9802357
"8049","2016/09/25","München","Bayern",48.1351253,11.5819806
"8050","2016/09/25","München","Bayern",48.1351253,11.5819806
"8051","2016/09/25","Dorsten","Nordrhein-Westfalen",51.6559681,6.9642606
"8052","2016/09/25","Demmin","Mecklenburg-Vorpommern",53.9056285,13.0498414
"8053","2016/09/25","Königsbach-Stein","Baden-Württemberg",48.964221,8.6231225
"8054","2016/09/25","Schwedt","Brandenburg",53.0624695,14.2734639
"8055","2016/09/24","Versmold","Nordrhein-Westfalen",52.0412371,8.1484011
"8056","2016/09/24","Schneeberg","Sachsen",50.5954901,12.6386475
"8057","2016/09/24","Gößnitz","Thüringen",50.8903586,12.4310906
"8058","2016/09/24","Gröbzig","Sachsen-Anhalt",51.6814113,11.8753916
"8059","2016/09/24","Perleberg","Brandenburg",53.0819642,11.8598787
"8060","2016/09/24","Schwedt","Brandenburg",53.0624695,14.2734639
"8061","2016/09/24","Schwedt","Brandenburg",53.0624695,14.2734639
"8062","2016/09/24","Datteln","Nordrhein-Westfalen",51.6461362,7.3348301
"8063","2016/09/24","Remseck am Neckar","Baden-Württemberg",48.8766534,9.2617893
"8064","2016/09/24","Schlema","Sachsen",50.5863723,12.7016117
"8065","2016/09/24","Hildburghausen","Thüringen",50.4263293,10.7312097
"8066","2016/09/24","Oschersleben","Sachsen-Anhalt",52.0271323,11.22858
"8067","2016/09/24","Perleberg","Brandenburg",53.0819642,11.8598787
"8068","2016/09/23","Köln","Nordrhein-Westfalen",50.937531,6.9602786
"8069","2016/09/23","Pritzwalk","Brandenburg",53.1497201,12.177885
"8070","2016/09/23","Offenbach am Main","Hessen",50.0956362,8.7760843
"8071","2016/09/23","Saarbrücken","Saarland",49.2381697,6.997547
"8072","2016/09/23","Mönchengladbach","Nordrhein-Westfalen",51.1941686,6.4315392
"8073","2016/09/23","Niestetal","Hessen",51.3079896,9.5768265
"8074","2016/09/23","Brandenburg","Brandenburg",52.4125287,12.5316444
"8075","2016/09/23","Bad Salzungen","Thüringen",50.814786,10.2327561
"8076","2016/09/23","Dresden","Sachsen",51.0504088,13.7372621
"8077","2016/09/23","Ingersheim","Baden-Württemberg",48.9610189,9.1817222
"8078","2016/09/23","Hannover","Niedersachsen",52.3758916,9.7320104
"8079","2016/09/23","Spremberg","Brandenburg",51.5696303,14.376813
"8080","2016/09/23","Arendsee","Sachsen-Anhalt",52.8816415,11.4860144
"8081","2016/09/23","Schongau","Bayern",47.8150246,10.8942968
"8082","2016/09/22","Bad Freienwalde","Brandenburg",52.7829161,14.0385706
"8083","2016/09/22","Cottbus","Brandenburg",51.7563108,14.3328679
"8084","2016/09/22","Steinheim","Nordrhein-Westfalen",51.8697655,9.0863893
"8085","2016/09/22","Chemnitz","Sachsen",50.8282222,12.9208547
"8086","2016/09/21","Bautzen","Sachsen",51.182293,14.4237749
"8087","2016/09/21","Halle an der Saale","Sachsen-Anhalt",51.4953567,11.9662371
"8088","2016/09/21","Augsburg","Bayern",48.3705449,10.89779
"8089","2016/09/21","Erfurt","Thüringen",50.9847679,11.0298799
"8090","2016/09/21","Wismar","Mecklenburg-Vorpommern",53.8879706,11.4621371
"8091","2016/09/21","Querfurt","Sachsen-Anhalt",51.3812676,11.6041294
"8092","2016/09/21","Güstrow","Mecklenburg-Vorpommern",53.8002129,12.1745703
"8093","2016/09/20","Berlin","Berlin",52.5200066,13.404954
"8094","2016/09/20","Lübeck","Schleswig-Holstein",53.8654673,10.6865593
"8095","2016/09/20","Velbert","Nordrhein-Westfalen",51.3370703,7.0426775
"8096","2016/09/20","Pinneberg","Schleswig-Holstein",53.6633556,9.7925675
"8097","2016/09/20","Huchting, Bremen","Bremen",53.05346,8.7401402
"8098","2016/09/20","Böblingen","Baden-Württemberg",48.6845486,9.0073513
"8099","2016/09/19","Schwerin","Mecklenburg-Vorpommern",53.6355022,11.4012499
"8100","2016/09/19","Potsdam","Brandenburg",52.3905689,13.0644729
"8101","2016/09/19","Halle an der Saale","Sachsen-Anhalt",51.4953567,11.9662371
"8102","2016/09/19","Dresden","Sachsen",51.0504088,13.7372621
"8103","2016/09/19","Hoyerswerda","Sachsen",51.4388605,14.2536419
"8104","2016/09/19","Husum","Schleswig-Holstein",54.4855642,9.0566396
"8105","2016/09/19","Oschersleben","Sachsen-Anhalt",52.0271323,11.22858
"8106","2016/09/19","München","Bayern",48.1351253,11.5819806
"8107","2016/09/19","Berlin","Berlin",52.5200066,13.404954
"8108","2016/09/19","Rostock","Mecklenburg-Vorpommern",54.0924406,12.0991466
"8109","2016/09/19","Buch, Berlin","Berlin",52.641401,13.496539
"8110","2016/09/19","Wuppertal","Nordrhein-Westfalen",51.2562128,7.1507636
"8111","2016/09/18","Nürtingen","Baden-Württemberg",48.624421,9.3469069
"8112","2016/09/18","Chemnitz","Sachsen",50.8282222,12.9208547
"8113","2016/09/18","Berlin","Berlin",52.5200066,13.404954
"8114","2016/09/18","Kronach","Bayern",50.2359898,11.3310482
"8115","2016/09/18","Minden","Nordrhein-Westfalen",52.2923549,8.9160539
"8116","2016/09/18","Schwedt","Brandenburg",53.0624695,14.2734639
"8117","2016/09/18","Berlin","Berlin",52.5200066,13.404954
"8118","2016/09/18","Bautzen","Sachsen",51.182293,14.4237749
"8119","2016/09/18","Voerde","Nordrhein-Westfalen",51.6005212,6.6544111
"8120","2016/09/18","Villingen-Schwenningen","Baden-Württemberg",48.0594021,8.4640869
"8121","2016/09/18","Stralsund","Mecklenburg-Vorpommern",54.3090654,13.0770347
"8122","2016/09/18","Cottbus","Brandenburg",51.7563108,14.3328679
"8123","2016/09/17","Horn-Bad Meinberg","Nordrhein-Westfalen",51.8751511,8.9481431
"8124","2016/09/17","Fürstenwalde","Brandenburg",52.3680179,14.0594725
"8125","2016/09/17","Köthen","Sachsen-Anhalt",51.7505762,11.9802357
"8126","2016/09/17","Weihenzell","Bayern",49.3556319,10.6282366
"8127","2016/09/17","Zeitz","Sachsen-Anhalt",51.0443266,12.1402795
"8128","2016/09/17","Lohne (Oldenburg)","Niedersachsen",52.6505733,8.262598
"8129","2016/09/17","Itzehoe","Schleswig-Holstein",53.9317752,9.5051475
"8130","2016/09/17","Hamburg","Hamburg",53.5488282,9.9871703
"8131","2016/09/17","Landau","Rheinland-Pfalz",49.198886,8.1185622
"8132","2016/09/17","Cottbus","Brandenburg",51.7563108,14.3328679
"8133","2016/09/17","Erbach","Baden-Württemberg",48.3273294,9.8926673
"8134","2016/09/17","Havelberg","Sachsen-Anhalt",52.8326422,12.0763942
"8135","2016/09/16","Dresden","Sachsen",51.0504088,13.7372621
"8136","2016/09/16","Delmenhorst","Niedersachsen",53.0521886,8.6355932
"8137","2016/09/16","Erfurt","Thüringen",50.9847679,11.0298799
"8138","2016/09/16","Havelberg","Sachsen-Anhalt",52.8326422,12.0763942
"8139","2016/09/16","Chemnitz","Sachsen",50.8282222,12.9208547
"8140","2016/09/16","Vohwinkel, Wuppertal","Nordrhein-Westfalen",51.2337172,7.0645395
"8141","2016/09/16","Cottbus","Brandenburg",51.7563108,14.3328679
"8142","2016/09/16","Radeberg","Sachsen",51.1129963,13.9142216
