"","date","location","state","latitude","longitude"
"3218","2018/10/26","Meiningen","Thüringen",50.5739121,10.4190128
"3219","2018/10/26","Stuttgart","Baden-Württemberg",48.7758459,9.1829321
"3220","2018/10/26","Berlin","Berlin",52.5200066,13.404954
"3221","2018/10/26","Hann. Münden","Niedersachsen",51.419285,9.6557588
"3222","2018/10/26","Chemnitz","Sachsen",50.8282222,12.9208547
"3223","2018/10/25","Berlin","Berlin",52.5200066,13.404954
"3224","2018/10/24","Bayreuth","Bayern",49.9456399,11.5713346
"3225","2018/10/24","Deggendorf","Bayern",48.8414126,12.9572212
"3226","2018/10/24","Miltach","Bayern",49.1622316,12.7690053
"3227","2018/10/24","Dresden","Sachsen",51.0504088,13.7372621
"3228","2018/10/24","Hengersberg","Bayern",48.781507,13.0527544
"3229","2018/10/24","Straßkirchen","Bayern",48.8302117,12.7234462
"3230","2018/10/24","Köln","Nordrhein-Westfalen",50.937531,6.9602786
"3231","2018/10/24","Deggendorf","Bayern",48.8414126,12.9572212
"3232","2018/10/23","Bad Münstereifel","Nordrhein-Westfalen",50.5576854,6.7612985
"3233","2018/10/23","Wiesbaden","Hessen",50.0782184,8.2397608
"3234","2018/10/22","Dresden","Sachsen",51.0504088,13.7372621
"3235","2018/10/22","Mainz","Rheinland-Pfalz",49.9928617,8.2472526
"3236","2018/10/22","Offenburg","Baden-Württemberg",48.473451,7.9498017
"3237","2018/10/22","Flöha","Sachsen",50.855488,13.0716773
"3238","2018/10/22","Wolgast","Mecklenburg-Vorpommern",54.0496018,13.7665592
"3239","2018/10/22","Chemnitz","Sachsen",50.8282222,12.9208547
"3240","2018/10/22","Wolfsburg","Niedersachsen",52.4226503,10.7865461
"3241","2018/10/21","Dresden","Sachsen",51.0504088,13.7372621
"3242","2018/10/21","Lörrach","Baden-Württemberg",47.6167921,7.6691015
"3243","2018/10/21","Annaberg-Buchholz","Sachsen",50.5851268,13.0149313
"3244","2018/10/21","Dresden","Sachsen",51.0504088,13.7372621
"3245","2018/10/21","Berlin","Berlin",52.5200066,13.404954
"3246","2018/10/20","Gnoien","Mecklenburg-Vorpommern",53.9716501,12.704791
"3247","2018/10/20","Aichbach","Bayern",48.4588516,11.1328472
"3248","2018/10/20","Hildesheim","Niedersachsen",52.154778,9.9579652
"3249","2018/10/20","Kiel","Schleswig-Holstein",54.3232927,10.1227652
"3250","2018/10/20","Itzehoe","Schleswig-Holstein",53.9317752,9.5051475
"3251","2018/10/20","Frankfurt an der Oder","Brandenburg",52.3472237,14.5505673
"3252","2018/10/19","Winsen","Niedersachsen",53.3574436,10.2127204
"3253","2018/10/19","Leimen","Baden-Württemberg",49.3490898,8.6878851
"3254","2018/10/19","Teterow","Mecklenburg-Vorpommern",53.7752476,12.5748239
"3255","2018/10/17","Bad Freienwalde","Brandenburg",52.7829161,14.0385706
"3256","2018/10/17","Ratingen","Nordrhein-Westfalen",51.2964148,6.8401844
"3257","2018/10/17","Dortmund","Nordrhein-Westfalen",51.5135872,7.4652981
"3258","2018/10/16","Berlin","Berlin",52.5200066,13.404954
"3259","2018/10/16","Oberndorf","Baden-Württemberg",48.2946154,8.5765805
"3260","2018/10/16","Taunusstein","Hessen",50.1396151,8.1495939
"3261","2018/10/16","Halle an der Saale","Sachsen-Anhalt",51.4953567,11.9662371
"3262","2018/10/15","Gnoien","Mecklenburg-Vorpommern",53.9716501,12.704791
"3263","2018/10/14","Asperg","Baden-Württemberg",48.9041527,9.1400293
"3264","2018/10/14","Neunkirchen","Saarland",49.348932,7.1780408
"3265","2018/10/14","Asperg","Baden-Württemberg",48.9041527,9.1400293
"3266","2018/10/13","Saterland","Niedersachsen",53.0443626,7.7375852
"3267","2018/10/13","Berlin","Berlin",52.5200066,13.404954
"3268","2018/10/13","Saterland","Niedersachsen",53.0443626,7.7375852
"3269","2018/10/13","Heidelberg","Baden-Württemberg",49.3987524,8.6724335
"3270","2018/10/13","Jena","Thüringen",50.927054,11.5892372
"3271","2018/10/13","Lemförde","Niedersachsen",52.465724,8.3759815
"3272","2018/10/13","Halle an der Saale","Sachsen-Anhalt",51.4953567,11.9662371
"3273","2018/10/12","Obersulm","Baden-Württemberg",49.138069,9.3720165
"3274","2018/10/12","Düsseldorf","Nordrhein-Westfalen",51.2230411,6.7824545
"3275","2018/10/12","Halle an der Saale","Sachsen-Anhalt",51.4953567,11.9662371
"3276","2018/10/12","Essenbach","Bayern",48.613384,12.2188601
"3277","2018/10/12","Nußloch","Baden-Württemberg",49.3246718,8.6910808
"3278","2018/10/11","Singen","Baden-Württemberg",47.7628032,8.8380152
"3279","2018/10/11","Dresden","Sachsen",51.0504088,13.7372621
"3280","2018/10/11","Weingarten","Baden-Württemberg",47.8096019,9.6379832
"3281","2018/10/11","Speyer","Rheinland-Pfalz",49.3172765,8.4412172
"3282","2018/10/11","Fürstenwalde","Brandenburg",52.3680179,14.0594725
"3283","2018/10/11","Saarbrücken","Saarland",49.2381697,6.997547
"3284","2018/10/11","Weingarten","Baden-Württemberg",47.8096019,9.6379832
"3285","2018/10/10","Kröning","Bayern",48.5532172,12.3642772
"3286","2018/10/10","Deggendorf","Bayern",48.8414126,12.9572212
"3287","2018/10/09","Gifhorn","Niedersachsen",52.4809091,10.5507829
"3288","2018/10/09","Oberstaufen","Bayern",47.5570001,10.0205624
"3289","2018/10/09","Zittau","Sachsen",50.8999681,14.8029971
"3290","2018/10/09","Nürnberg","Bayern",49.4521018,11.0766654
"3291","2018/10/09","Bayreuth","Bayern",49.9456399,11.5713346
"3292","2018/10/08","Zwickau","Sachsen",50.7176452,12.4968797
"3293","2018/10/08","Amberg","Bayern",48.0613444,10.6818503
"3294","2018/10/08","Kröppelshagen-Fahrendorf","Schleswig-Holstein",53.4904067,10.3166271
"3295","2018/10/08","Leipzig","Sachsen",51.3396955,12.3730747
"3296","2018/10/07","Reilingen","Baden-Württemberg",49.2935444,8.5637273
"3297","2018/10/07","Obersulm","Baden-Württemberg",49.138069,9.3720165
"3298","2018/10/07","Neulußheim","Baden-Württemberg",49.2918859,8.5216709
"3299","2018/10/07","Chemnitz","Sachsen",50.8282222,12.9208547
"3300","2018/10/07","Langenfeld","Nordrhein-Westfalen",51.1191898,6.9512663
"3301","2018/10/07","Altlußheim","Baden-Württemberg",49.2984042,8.5029595
"3302","2018/10/07","Weimar","Thüringen",50.9794934,11.3235439
"3303","2018/10/06","Coswig","Sachsen",51.130518,13.5779228
"3304","2018/10/06","Fürstenberg","Brandenburg",53.1807699,13.1442839
"3305","2018/10/06","Rheinsberg","Brandenburg",53.0983691,12.8974874
"3306","2018/10/06","Neu Wulmstorf","Niedersachsen",53.4641371,9.7911544
"3307","2018/10/06","Andernach","Rheinland-Pfalz",50.426057,7.4086636
"3308","2018/10/05","Bodenmais","Bayern",49.0701803,13.1020292
"3309","2018/10/05","Hagenow","Mecklenburg-Vorpommern",53.427648,11.1900699
"3310","2018/10/05","Prenzlau","Brandenburg",53.3173433,13.8633409
"3311","2018/10/05","Saterland","Niedersachsen",53.0443626,7.7375852
"3312","2018/10/05","Aschersleben","Sachsen-Anhalt",51.7591297,11.4619062
"3313","2018/10/05","Chemnitz","Sachsen",50.8282222,12.9208547
"3314","2018/10/04","Prenzlau","Brandenburg",53.3173433,13.8633409
"3315","2018/10/04","Maintal","Hessen",50.1472058,8.8249691
"3316","2018/10/04","Freigericht","Hessen",50.1431461,9.1438073
"3317","2018/10/04","Waghäusel","Baden-Württemberg",49.2495336,8.5154348
"3318","2018/10/04","Rellingen","Schleswig-Holstein",53.6509015,9.8338808
"3319","2018/10/04","Sersheim","Baden-Württemberg",48.9588468,9.012917
"3320","2018/10/04","Beeskow","Brandenburg",52.1741752,14.2481051
"3321","2018/10/04","Bamberg","Bayern",49.8988135,10.9027636
"3322","2018/10/03","Leverkusen","Nordrhein-Westfalen",51.0459248,7.0192196
"3323","2018/10/03","Zwenkau","Sachsen",51.2166912,12.3305257
"3324","2018/10/03","Berlin","Berlin",52.5200066,13.404954
"3325","2018/10/03","Northeim","Niedersachsen",51.7013769,9.995866
"3326","2018/10/02","Burgstädt","Sachsen",50.9147844,12.8096855
"3327","2018/10/02","Neuharlingersiel","Niedersachsen",53.698682,7.6937336
"3328","2018/10/02","München","Bayern",48.1351253,11.5819806
"3329","2018/10/02","Burgstädt","Sachsen",50.9147844,12.8096855
"3330","2018/10/01","Heilbad Heiligenstadt","Thüringen",51.3770297,10.1439107
"3331","2018/10/01","Bad Freienwalde","Brandenburg",52.7829161,14.0385706
"3332","2018/10/01","Baden-Baden","Baden-Württemberg",48.76564,8.2285242
"3333","2018/10/01","Crimmitschau","Sachsen",50.8173491,12.3906771
"3334","2018/10/01","Bottrop","Nordrhein-Westfalen",51.529086,6.9446888
"3335","2018/09/30","Fulda","Hessen",50.5558095,9.6808449
"3336","2018/09/30","Oldenburg","Niedersachsen",53.1434501,8.2145521
"3337","2018/09/30","Südbrookmerland","Niedersachsen",53.4839006,7.3624231
"3338","2018/09/30","Böhmenkirch","Baden-Württemberg",48.6848582,9.9333779
"3339","2018/09/30","Mönchengladbach","Nordrhein-Westfalen",51.1941686,6.4315392
"3340","2018/09/30","Regensburg","Bayern",49.0134297,12.1016236
"3341","2018/09/30","Remptendorf","Thüringen",50.5287147,11.6597513
"3342","2018/09/29","Berlin","Berlin",52.5200066,13.404954
"3343","2018/09/29","Aspach","Baden-Württemberg",48.9675903,9.3968064
"3344","2018/09/29","Mülheim","Nordrhein-Westfalen",51.4185682,6.8845226
"3345","2018/09/29","Glinde","Schleswig-Holstein",53.5435908,10.2165943
"3346","2018/09/29","Salzwedel","Sachsen-Anhalt",52.8496504,11.1514876
"3347","2018/09/29","Mannheim","Baden-Württemberg",49.4874592,8.4660395
"3348","2018/09/28","Brück","Brandenburg",52.1866424,12.7611011
"3349","2018/09/28","Chemnitz","Sachsen",50.8282222,12.9208547
"3350","2018/09/28","Hamburg","Hamburg",53.5488282,9.9871703
"3351","2018/09/28","Bannewitz","Sachsen",50.9937813,13.7180333
"3352","2018/09/28","Demitz-Thumitz","Sachsen",51.1419207,14.2463968
"3353","2018/09/28","Bad Buchau","Baden-Württemberg",48.0618786,9.607911
"3354","2018/09/28","Dresden","Sachsen",51.0504088,13.7372621
"3355","2018/09/28","Bautzen","Sachsen",51.182293,14.4237749
"3356","2018/09/28","Leutkirch","Baden-Württemberg",47.826741,10.0213851
"3357","2018/09/27","Werdau","Sachsen",50.7288716,12.3751839
"3358","2018/09/26","Sersheim","Baden-Württemberg",48.9588468,9.012917
"3359","2018/09/26","Felm","Schleswig-Holstein",54.4099817,10.0578061
"3360","2018/09/25","Fürstenberg","Brandenburg",53.1807699,13.1442839
"3361","2018/09/25","Treuchtlingen","Bayern",48.9595158,10.9096442
"3362","2018/09/25","Königs Wusterhausen","Brandenburg",52.2958906,13.6228382
"3363","2018/09/25","Bad Segeberg","Schleswig-Holstein",53.9332035,10.3035862
"3364","2018/09/24","Biberach","Baden-Württemberg",48.3390538,8.0317111
"3365","2018/09/24","Rosenheim","Bayern",47.8571272,12.1181047
"3366","2018/09/24","Freudenstadt","Baden-Württemberg",48.4644796,8.4179988
"3367","2018/09/24","Dresden","Sachsen",51.0504088,13.7372621
"3368","2018/09/24","Trebbin","Brandenburg",52.2180003,13.2249752
"3369","2018/09/23","Aachen","Nordrhein-Westfalen",50.7753455,6.0838868
"3370","2018/09/23","Chemnitz","Sachsen",50.8282222,12.9208547
"3371","2018/09/23","Sangerhausen","Sachsen-Anhalt",51.4725415,11.2995045
"3372","2018/09/23","Altenriet","Baden-Württemberg",48.5909512,9.2200664
"3373","2018/09/23","Eberbach","Baden-Württemberg",49.4694813,8.9898436
"3374","2018/09/22","Rathenow","Brandenburg",52.6045279,12.3371251
"3375","2018/09/22","Leipzig","Sachsen",51.3396955,12.3730747
"3376","2018/09/22","Berlin","Berlin",52.5200066,13.404954
"3377","2018/09/22","Altenburg","Thüringen",50.9931202,12.4366572
"3378","2018/09/22","Haldensleben","Sachsen-Anhalt",52.2827293,11.4170506
"3379","2018/09/22","Zähringen, Freiburg","Baden-Württemberg",48.0223791,7.8669115
"3380","2018/09/22","Itzehoe","Schleswig-Holstein",53.9317752,9.5051475
"3381","2018/09/21","Trebbin","Brandenburg",52.2180003,13.2249752
"3382","2018/09/21","Epenwöhrden","Schleswig-Holstein",54.1112605,9.0612876
"3383","2018/09/21","Chemnitz","Sachsen",50.8282222,12.9208547
"3384","2018/09/20","Freiberg","Sachsen",50.9160943,13.3468175
"3385","2018/09/20","Königs Wusterhausen","Brandenburg",52.2958906,13.6228382
"3386","2018/09/20","Quedlinburg","Sachsen-Anhalt",51.7920562,11.141448
"3387","2018/09/20","Guben","Brandenburg",51.9514863,14.695565
"3388","2018/09/20","Grimmen","Mecklenburg-Vorpommern",54.1081457,13.0377493
"3389","2018/09/19","Ellhofen","Baden-Württemberg",49.1459677,9.3206802
"3390","2018/09/19","München","Bayern",48.1351253,11.5819806
"3391","2018/09/19","Dresden","Sachsen",51.0504088,13.7372621
"3392","2018/09/19","Immenstadt","Bayern",47.5592213,10.2206641
"3393","2018/09/18","Oschatz","Sachsen",51.3006128,13.1059825
"3394","2018/09/18","Bad Überkingen","Baden-Württemberg",48.6007224,9.7981479
"3395","2018/09/18","Hamburg","Hamburg",53.5488282,9.9871703
"3396","2018/09/18","Hürth","Nordrhein-Westfalen",50.8805932,6.8881425
"3397","2018/09/18","Tuttlingen","Baden-Württemberg",47.9823316,8.8192095
"3398","2018/09/18","Luckenwalde","Brandenburg",52.0917718,13.1738324
"3399","2018/09/18","Dresden","Sachsen",51.0504088,13.7372621
"3400","2018/09/18","Roßwein","Sachsen",51.0680587,13.1831464
"3401","2018/09/18","Günzburg","Bayern",48.4528412,10.2775127
"3402","2018/09/17","Bad Blankenburg","Thüringen",50.6823516,11.2705981
"3403","2018/09/17","Karlsruhe","Baden-Württemberg",49.0068901,8.4036527
"3404","2018/09/17","Nordhausen","Thüringen",51.4983551,10.7931122
"3405","2018/09/17","Rostock","Mecklenburg-Vorpommern",54.0924406,12.0991466
"3406","2018/09/17","Lindlar","Nordrhein-Westfalen",51.0188593,7.3765504
"3407","2018/09/17","Merseburg","Sachsen-Anhalt",51.3563278,11.9917462
"3408","2018/09/16","Saarbrücken","Saarland",49.2381697,6.997547
"3409","2018/09/16","Elmshorn","Schleswig-Holstein",53.7513549,9.6632521
"3410","2018/09/16","Augustusburg","Sachsen",50.8119515,13.1022712
"3411","2018/09/16","Neuseddin","Brandenburg",52.2826988,12.9761571
"3412","2018/09/16","Mariental","Niedersachsen",52.2897807,10.9968147
"3413","2018/09/16","Vohburg","Bayern",48.7682249,11.6190613
"3414","2018/09/15","Bochum","Nordrhein-Westfalen",51.4818445,7.2162363
"3415","2018/09/15","Hasselfelde","Sachsen-Anhalt",51.6917983,10.8550817
"3416","2018/09/15","Berlin","Berlin",52.5200066,13.404954
"3417","2018/09/15","Dortmund","Nordrhein-Westfalen",51.5135872,7.4652981
"3418","2018/09/15","Breitenthal","Bayern",48.2376445,10.2943302
"3419","2018/09/15","Dortmund","Nordrhein-Westfalen",51.5135872,7.4652981
"3420","2018/09/15","Oldenburg","Niedersachsen",53.1434501,8.2145521
"3421","2018/09/15","Panketal","Brandenburg",52.6509175,13.5407777
"3422","2018/09/14","Schwabach","Bayern",49.3288905,11.0244827
"3423","2018/09/14","Barth","Mecklenburg-Vorpommern",54.3688034,12.7252485
"3424","2018/09/14","Chemnitz","Sachsen",50.8282222,12.9208547
"3425","2018/09/14","Leipzig","Sachsen",51.3396955,12.3730747
"3426","2018/09/14","Knüllwald","Hessen",51.006024,9.5361925
"3427","2018/09/14","Gifhorn","Niedersachsen",52.4809091,10.5507829
"3428","2018/09/14","Dresden","Sachsen",51.0504088,13.7372621
"3429","2018/09/14","Leipzig","Sachsen",51.3396955,12.3730747
"3430","2018/09/14","Bad Doberan","Mecklenburg-Vorpommern",54.1028317,11.9086
"3431","2018/09/14","Halberstadt","Sachsen-Anhalt",51.8916475,11.0488695
"3432","2018/09/14","Peine","Niedersachsen",52.3204095,10.243267
"3433","2018/09/14","Berlin","Berlin",52.5200066,13.404954
"3434","2018/09/14","Mayen","Rheinland-Pfalz",50.3279651,7.2272626
"3435","2018/09/14","Düsseldorf","Nordrhein-Westfalen",51.2230411,6.7824545
"3436","2018/09/14","Chemnitz","Sachsen",50.8282222,12.9208547
"3437","2018/09/13","Nürnberg","Bayern",49.4521018,11.0766654
"3438","2018/09/13","Gröbenzell","Bayern",48.1932834,11.3752077
"3439","2018/09/13","Hohenstein-Ernstthal","Sachsen",50.8009829,12.7132681
"3440","2018/09/12","Rosenthal-Bielatal","Sachsen",50.8425973,14.0667417
"3441","2018/09/12","Magdeburg","Sachsen-Anhalt",52.1205333,11.6276237
"3442","2018/09/12","Chemnitz","Sachsen",50.8282222,12.9208547
"3443","2018/09/12","Geislingen","Baden-Württemberg",48.6215162,9.8294482
"3444","2018/09/12","Göppingen","Baden-Württemberg",48.7054382,9.6512491
"3445","2018/09/12","Frankfurt an der Oder","Brandenburg",52.3472237,14.5505673
"3446","2018/09/12","Oberhausen","Nordrhein-Westfalen",51.4878429,6.863308
"3447","2018/09/11","Lastrup","Niedersachsen",52.7953588,7.8614616
"3448","2018/09/11","Döbeln","Sachsen",51.1229322,13.1167196
"3449","2018/09/11","Neukölln-Buckow, Berlin","Berlin",52.4236302,13.4366333
"3450","2018/09/11","Sömmerda","Thüringen",51.1594582,11.1188764
"3451","2018/09/11","Königs Wusterhausen","Brandenburg",52.2958906,13.6228382
"3452","2018/09/11","Magdeburg","Sachsen-Anhalt",52.1205333,11.6276237
"3453","2018/09/11","Viechtach","Bayern",49.0794562,12.8831956
"3454","2018/09/11","Verden","Niedersachsen",52.924648,9.2280756
"3455","2018/09/11","Prenzlau","Brandenburg",53.3173433,13.8633409
"3456","2018/09/10","Dwergte","Niedersachsen",52.8828158,7.9100118
"3457","2018/09/10","Bad Frankenhausen","Thüringen",51.3561014,11.1016361
"3458","2018/09/10","Dresden","Sachsen",51.0504088,13.7372621
"3459","2018/09/10","Stuttgart","Baden-Württemberg",48.7758459,9.1829321
"3460","2018/09/10","Münster","Nordrhein-Westfalen",51.9606649,7.6261347
"3461","2018/09/10","Wolfen","Sachsen-Anhalt",51.6629152,12.2698908
"3462","2018/09/10","Wilmenrod","Rheinland-Pfalz",50.5407957,7.9799984
"3463","2018/09/10","Wuppertal","Nordrhein-Westfalen",51.2562128,7.1507636
"3464","2018/09/10","Tolkewitz, Dresden","Sachsen",51.0340281,13.8245986
"3465","2018/09/10","Königs Wusterhausen","Brandenburg",52.2958906,13.6228382
"3466","2018/09/10","Wittstock","Brandenburg",53.1631855,12.4859969
"3467","2018/09/10","Leipzig","Sachsen",51.3396955,12.3730747
"3468","2018/09/10","Berlin","Berlin",52.5200066,13.404954
"3469","2018/09/09","Heilbronn","Baden-Württemberg",49.1426929,9.210879
"3470","2018/09/09","Sersheim","Baden-Württemberg",48.9588468,9.012917
"3471","2018/09/09","Beiersdorf","Sachsen",51.0747989,14.5403853
"3472","2018/09/09","Regensburg","Bayern",49.0134297,12.1016236
"3473","2018/09/09","Hohndorf","Sachsen",50.7414905,12.6746346
"3474","2018/09/09","Hamburg","Hamburg",53.5488282,9.9871703
"3475","2018/09/09","Köthen","Sachsen-Anhalt",51.7505762,11.9802357
"3476","2018/09/09","Löbau","Sachsen",51.0962292,14.6701781
"3477","2018/09/08","Berlin","Berlin",52.5200066,13.404954
"3478","2018/09/08","Heidenheim","Baden-Württemberg",48.6785503,10.1506915
"3479","2018/09/08","München","Bayern",48.1351253,11.5819806
"3480","2018/09/08","Eschede","Niedersachsen",52.7339196,10.233842
"3481","2018/09/08","Bad Segeberg","Schleswig-Holstein",53.9332035,10.3035862
"3482","2018/09/08","Eberswalde","Brandenburg",52.837133,13.7875871
"3483","2018/09/08","Dresden","Sachsen",51.0504088,13.7372621
"3484","2018/09/07","Wittenberge","Brandenburg",52.9950038,11.752484
"3485","2018/09/07","Pausa","Sachsen",50.5798428,11.9965818
"3486","2018/09/07","Hennigsdorf","Brandenburg",52.6320478,13.2011404
"3487","2018/09/07","Geislingen","Baden-Württemberg",48.6215162,9.8294482
"3488","2018/09/07","Chemnitz","Sachsen",50.8282222,12.9208547
"3489","2018/09/07","Bernau","Brandenburg",52.6874845,13.5672765
"3490","2018/09/07","Döbeln","Sachsen",51.1229322,13.1167196
"3491","2018/09/07","Halle","Sachsen-Anhalt",51.4953567,11.9662371
"3492","2018/09/06","Demmin","Mecklenburg-Vorpommern",53.9056285,13.0498414
"3493","2018/09/06","Berlin","Berlin",52.5200066,13.404954
"3494","2018/09/06","Sinsheim","Baden-Württemberg",49.2488637,8.8884905
"3495","2018/09/06","Haslach","Baden-Württemberg",48.2773714,8.0900012
"3496","2018/09/06","Pirna","Sachsen",50.9625175,13.9419169
"3497","2018/09/06","Berlin","Berlin",52.5200066,13.404954
"3498","2018/09/05","Sersheim","Baden-Württemberg",48.9588468,9.012917
"3499","2018/09/05","Oberstaufen","Bayern",47.5570001,10.0205624
"3500","2018/09/05","Cottbus","Brandenburg",51.7563108,14.3328679
"3501","2018/09/05","Sebnitz","Sachsen",50.9709117,14.273873
"3502","2018/09/05","Bützow","Mecklenburg-Vorpommern",53.8341755,11.9925042
"3503","2018/09/05","Leipzig","Sachsen",51.3396955,12.3730747
"3504","2018/09/05","Konstanz","Baden-Württemberg",47.6779808,9.1736741
"3505","2018/09/05","Ulm","Baden-Württemberg",48.4010822,9.9876076
"3506","2018/09/04","Dresden","Sachsen",51.0504088,13.7372621
"3507","2018/09/04","Chemnitz","Sachsen",50.8282222,12.9208547
"3508","2018/09/04","Berlin","Berlin",52.5200066,13.404954
"3509","2018/09/04","Müllheim","Baden-Württemberg",47.8091623,7.6180353
"3510","2018/09/04","Chemnitz","Sachsen",50.8282222,12.9208547
"3511","2018/09/04","Bogel","Rheinland-Pfalz",50.1901061,7.8004902
"3512","2018/09/03","Fulda","Hessen",50.5558095,9.6808449
"3513","2018/09/03","Jüterbog","Brandenburg",51.9964734,13.0756312
"3514","2018/09/03","Lörrach","Baden-Württemberg",47.6167921,7.6691015
"3515","2018/09/03","Dresden","Sachsen",51.0504088,13.7372621
"3516","2018/09/03","Ronnenberg","Niedersachsen",52.3182271,9.6546151
"3517","2018/09/03","Prenzlau","Brandenburg",53.3173433,13.8633409
"3518","2018/09/03","Prenzlau","Brandenburg",53.3173433,13.8633409
"3519","2018/09/03","Traunreut","Bayern",47.9617026,12.5987194
"3520","2018/09/03","Chemnitz","Sachsen",50.8282222,12.9208547
"3521","2018/09/03","Mönchengladbach","Nordrhein-Westfalen",51.1941686,6.4315392
"3522","2018/09/03","Berlin","Berlin",52.5200066,13.404954
"3523","2018/09/03","Ulm","Baden-Württemberg",48.4010822,9.9876076
"3524","2018/09/03","Aschaffenburg","Bayern",49.9806625,9.1355554
"3525","2018/09/03","Erfurt","Thüringen",50.9847679,11.0298799
"3526","2018/09/03","Berlin","Berlin",52.5200066,13.404954
"3527","2018/09/03","Mannheim","Baden-Württemberg",49.4874592,8.4660395
"3528","2018/09/02","Schleswig","Schleswig-Holstein",54.5249669,9.5608476
"3529","2018/09/02","Gorbitz, Dresden","Sachsen",51.0424959,13.6648734
"3530","2018/09/02","Berlin","Berlin",52.5200066,13.404954
"3531","2018/09/02","Butzbach","Hessen",50.4350358,8.6688418
"3532","2018/09/02","Sachsenhagen","Niedersachsen",52.397227,9.2683439
"3533","2018/09/02","Hamburg","Hamburg",53.5488282,9.9871703
"3534","2018/09/02","Rathen","Sachsen",50.9588487,14.0833004
"3535","2018/09/01","Chemnitz","Sachsen",50.8282222,12.9208547
"3536","2018/09/01","Frankfurt","Brandenburg",52.3472237,14.5505673
"3537","2018/09/01","Rostock","Mecklenburg-Vorpommern",54.0924406,12.0991466
"3538","2018/09/01","Laußig","Sachsen",51.5469756,12.6334526
"3539","2018/09/01","Leipzig","Sachsen",51.3396955,12.3730747
"3540","2018/09/01","Iserlohn","Nordrhein-Westfalen",51.3765096,7.6960842
"3541","2018/09/01","Chemnitz","Sachsen",50.8282222,12.9208547
"3542","2018/09/01","Braunschweig","Niedersachsen",52.2688736,10.5267696
"3543","2018/09/01","Niederkrüchten","Nordrhein-Westfalen",51.1988311,6.2192454
"3544","2018/09/01","Plauen","Sachsen",50.4976133,12.1368679
"3545","2018/09/01","Markersdorf, Chemnitz","Sachsen",50.7913204,12.9027696
"3546","2018/09/01","Chemnitz","Sachsen",50.8282222,12.9208547
"3547","2018/09/01","Braunschweig","Niedersachsen",52.2688736,10.5267696
"3548","2018/09/01","Alsenz","Rheinland-Pfalz",49.7246576,7.814469
"3549","2018/09/01","Chemnitz","Sachsen",50.8282222,12.9208547
"3550","2018/09/01","Borbeck, Essen","Nordrhein-Westfalen",51.4751573,6.948362
"3551","2018/09/01","Tiefenort","Thüringen",50.8401373,10.1654235
"3552","2018/09/01","Mainz","Rheinland-Pfalz",49.9928617,8.2472526
"3553","2018/08/31","Esslingen","Baden-Württemberg",48.742178,9.3144229
"3554","2018/08/31","Dresden","Sachsen",51.0504088,13.7372621
"3555","2018/08/31","Bobingen","Bayern",48.2696917,10.8295813
"3556","2018/08/31","Potsdam","Brandenburg",52.3905689,13.0644729
"3557","2018/08/31","Braunschweig","Niedersachsen",52.2688736,10.5267696
"3558","2018/08/31","Müncheberg","Brandenburg",52.5069173,14.1281615
"3559","2018/08/31","Passau","Bayern",48.5667364,13.4319466
"3560","2018/08/31","Wittingen","Niedersachsen",52.727049,10.7334362
"3561","2018/08/31","Sersheim","Baden-Württemberg",48.9588468,9.012917
"3562","2018/08/31","Stralsund","Mecklenburg-Vorpommern",54.3090654,13.0770347
"3563","2018/08/31","Neusäß","Bayern",48.3944254,10.8286573
"3564","2018/08/31","Mainz","Rheinland-Pfalz",49.9928617,8.2472526
"3565","2018/08/30","Essen","Nordrhein-Westfalen",51.4556432,7.0115552
"3566","2018/08/30","Chemnitz","Sachsen",50.8282222,12.9208547
"3567","2018/08/30","Fulda","Hessen",50.5558095,9.6808449
"3568","2018/08/30","Chemnitz","Sachsen",50.8282222,12.9208547
"3569","2018/08/30","Rudolstadt","Thüringen",50.7182972,11.3336548
"3570","2018/08/30","Chemnitz","Sachsen",50.8282222,12.9208547
"3571","2018/08/30","Dwergte","Niedersachsen",52.8828158,7.9100118
"3572","2018/08/30","Chemnitz","Sachsen",50.8282222,12.9208547
"3573","2018/08/30","Chemnitz","Sachsen",50.8282222,12.9208547
"3574","2018/08/30","Neustadt","Niedersachsen",52.5035855,9.4518304
"3575","2018/08/30","Chemnitz","Sachsen",50.8282222,12.9208547
"3576","2018/08/30","Winnenden","Baden-Württemberg",48.8750046,9.3971423
"3577","2018/08/30","Chemnitz","Sachsen",50.8282222,12.9208547
"3578","2018/08/30","Salzwedel","Sachsen-Anhalt",52.8496504,11.1514876
"3579","2018/08/29","Altena","Nordrhein-Westfalen",51.3015239,7.6714387
"3580","2018/08/29","Mannheim","Baden-Württemberg",49.4874592,8.4660395
"3581","2018/08/29","Schwarzenbruck","Bayern",49.3571412,11.242053
"3582","2018/08/29","Radevormwald","Nordrhein-Westfalen",51.2015995,7.3590901
"3583","2018/08/29","Mannheim","Baden-Württemberg",49.4874592,8.4660395
"3584","2018/08/29","Syke","Niedersachsen",52.912679,8.8181348
"3585","2018/08/29","Brandenburg an der Havel","Brandenburg",52.4125287,12.5316444
"3586","2018/08/29","Theilheim","Bayern",49.7537341,10.0294924
"3587","2018/08/29","Dermbach","Thüringen",50.7164403,10.1200301
"3588","2018/08/29","Potsdam","Brandenburg",52.3905689,13.0644729
"3589","2018/08/29","Chemnitz","Sachsen",50.8282222,12.9208547
