,date,muni_name,month,year,Federal State,latitude,longitude
1076,2016-01-09,Berlin,1,2016,NA,52.5200066,13.404954
1077,2016-01-09,Hamburg,1,2016,NA,53.5488282,9.9871703
1078,2016-01-09,Hamburg,1,2016,NA,53.5488282,9.9871703
1079,2016-01-09,Barsinghausen,1,2016,NA,52.3020737,9.4693993
1080,2016-01-09,Wilhelmshaven,1,2016,NA,53.5323403,8.1068722
1081,2016-01-09,Kaarst,1,2016,NA,51.2241281,6.6172049
1082,2016-01-09,Ascheberg,1,2016,NA,51.7896802,7.6166622
1083,2016-01-09,Böhlen,1,2016,NA,51.2006946,12.3870379
1084,2016-01-10,Bad Waldsee,1,2016,NA,47.9226998,9.7532823
1085,2016-01-10,Geroldsgrün,1,2016,NA,50.3363216,11.5953878
1086,2016-01-10,Raesfeld,1,2016,NA,51.7702593,6.8392979
1087,2016-01-10,Münster,1,2016,NA,51.9606649,7.6261347
1088,2016-01-10,Erfurt,1,2016,NA,50.9847679,11.0298799
1089,2016-01-11,Zossen,1,2016,NA,52.2169747,13.453792
1090,2016-01-11,Friedrichshafen,1,2016,NA,47.6567329,9.4649538
1091,2016-01-11,Kempten (Allgäu),1,2016,NA,47.7285699,10.3157835
1092,2016-01-11,Hamburg,1,2016,NA,53.5488282,9.9871703
1093,2016-01-11,Hemmoor,1,2016,NA,53.6884727,9.1524955
1094,2016-01-11,Kerpen,1,2016,NA,50.8747592,6.6883728
1095,2016-01-11,Böhlen,1,2016,NA,51.2006946,12.3870379
1096,2016-01-11,Gößnitz,1,2016,NA,50.8903586,12.4310906
1097,2016-01-12,Berlin,1,2016,NA,52.5200066,13.404954
1098,2016-01-12,Meßkirch,1,2016,NA,47.9944211,9.1156399
1099,2016-01-13,Bexbach,1,2016,NA,49.3560225,7.2553745
1100,2016-01-13,Freital,1,2016,NA,51.0008667,13.6512413
1101,2016-01-13,Dresden,1,2016,NA,51.0504088,13.7372621
1102,2016-01-13,Jena,1,2016,NA,50.927054,11.5892372
1103,2016-01-14,Arneburg,1,2016,NA,52.6752377,12.0019591
1104,2016-01-14,Parchim,1,2016,NA,53.4250382,11.8478394
1105,2016-01-14,Isselburg,1,2016,NA,51.8333582,6.4642363
1106,2016-01-14,Grimma,1,2016,NA,51.2364426,12.7202313
1107,2016-01-15,Berlin,1,2016,NA,52.5200066,13.404954
1108,2016-01-15,Neustadt a.d. Waldnaab,1,2016,NA,49.7320956,12.1781271
1109,2016-01-15,Soyen,1,2016,NA,48.1077403,12.2103748
1110,2016-01-15,Oberhausen,1,2016,NA,51.4878429,6.863308
1111,2016-01-15,Kirchhundem,1,2016,NA,51.0865154,8.0893855
1112,2016-01-15,Kerpen,1,2016,NA,50.8747592,6.6883728
1113,2016-01-15,Naunhof,1,2016,NA,51.2787215,12.591803
1114,2016-01-16,Gräfenhainichen,1,2016,NA,51.728978,12.4535112
1115,2016-01-16,Karlsdorf-Neuthard,1,2016,NA,49.1365228,8.5300537
1116,2016-01-16,Töging a. Inn,1,2016,NA,48.2592378,12.5867759
1117,2016-01-16,Schlitz,1,2016,NA,50.6758597,9.5627324
1118,2016-01-16,Rotenburg (Wümme),1,2016,NA,53.1035076,9.3970716
1119,2016-01-16,Detmold,1,2016,NA,51.9384783,8.868638
1120,2016-01-16,Dortmund,1,2016,NA,51.5135872,7.4652981
1121,2016-01-16,Brunsbüttel,1,2016,NA,53.8988902,9.1338853
1122,2016-01-16,Bexbach,1,2016,NA,49.3560225,7.2553745
1123,2016-01-17,Kürnach,1,2016,NA,49.8454758,10.041345
1124,2016-01-17,Rehna,1,2016,NA,53.7794686,11.0496404
1125,2016-01-17,Lalendorf,1,2016,NA,53.7554747,12.3887003
1126,2016-01-17,Gelsenkirchen,1,2016,NA,51.5187651,7.0838411
1127,2016-01-17,Köln,1,2016,NA,50.937531,6.9602786
1128,2016-01-17,Kerpen,1,2016,NA,50.8747592,6.6883728
1129,2016-01-17,Gescher,1,2016,NA,51.9529389,7.0031738
1130,2016-01-17,Arnstadt,1,2016,NA,50.8354931,10.9478015
1131,2016-01-18,Brensbach,1,2016,NA,49.7730971,8.8807075
1132,2016-01-18,Barnstorf,1,2016,NA,52.7064102,8.4976082
1133,2016-01-18,Hille,1,2016,NA,52.322068,8.7847967
1134,2016-01-18,Lünen,1,2016,NA,51.6104829,7.5285074
1135,2016-01-18,Freital,1,2016,NA,51.0008667,13.6512413
1136,2016-01-19,Schwedt/Oder,1,2016,NA,53.0624695,14.2734639
1137,2016-01-19,Detmold,1,2016,NA,51.9384783,8.868638
1138,2016-01-19,Bad Münstereifel,1,2016,NA,50.5576854,6.7612985
1139,2016-01-19,Ense,1,2016,NA,51.5078471,7.9683377
1140,2016-01-19,Köln,1,2016,NA,50.937531,6.9602786
1141,2016-01-19,Kerpen,1,2016,NA,50.8747592,6.6883728
1142,2016-01-20,Nattheim,1,2016,NA,48.6994064,10.2419418
1143,2016-01-20,Jördenstorf,1,2016,NA,53.8777467,12.6163264
1144,2016-01-20,Paderborn,1,2016,NA,51.7189205,8.7575093
1145,2016-01-20,Marl,1,2016,NA,51.6591234,7.1060218
1146,2016-01-20,Lübeck,1,2016,NA,53.8654673,10.6865593
1147,2016-01-21,Alfter,1,2016,NA,50.7380266,7.0107023
1148,2016-01-21,Waltrop,1,2016,NA,51.6216271,7.4030797
1149,2016-01-21,Marl,1,2016,NA,51.6591234,7.1060218
1150,2016-01-21,Bendorf,1,2016,NA,50.4267625,7.5710628
1151,2016-01-21,Rehlingen-Siersburg,1,2016,NA,49.3651512,6.6683027
1152,2016-01-21,Großbreitenbach,1,2016,NA,50.5828831,11.0101728
1153,2016-01-22,Schlitz,1,2016,NA,50.6758597,9.5627324
1154,2016-01-22,Grevenbroich,1,2016,NA,51.0902094,6.585863
1155,2016-01-22,Kleve,1,2016,NA,51.786726,6.12954
1156,2016-01-23,Bismark (Altmark),1,2016,NA,52.6614734,11.5549424
1157,2016-01-23,Ellhofen,1,2016,NA,49.1459677,9.3206802
1158,2016-01-23,Barsinghausen,1,2016,NA,52.3020737,9.4693993
1159,2016-01-23,Leverkusen,1,2016,NA,51.0459248,7.0192196
1160,2016-01-23,Nümbrecht,1,2016,NA,50.9039509,7.5420115
1161,2016-01-23,Dülmen,1,2016,NA,51.830355,7.2794134
1162,2016-01-23,Stollberg/Erzgeb.,1,2016,NA,50.7091847,12.7750105
1163,2016-01-23,Naunhof,1,2016,NA,51.2787215,12.591803
1164,2016-01-24,Ergoldsbach,1,2016,NA,48.6917161,12.2012516
1165,2016-01-24,Pasewalk,1,2016,NA,53.5038857,13.999031
1166,2016-01-24,Korschenbroich,1,2016,NA,51.1894661,6.5144048
1167,2016-01-24,Leverkusen,1,2016,NA,51.0459248,7.0192196
1168,2016-01-24,Velen,1,2016,NA,51.8943629,6.9877005
1169,2016-01-24,Speyer,1,2016,NA,49.3172765,8.4412172
1170,2016-01-24,Lübeck,1,2016,NA,53.8654673,10.6865593
1171,2016-01-24,Lugau/Erzgeb.,1,2016,NA,50.7398465,12.7465523
1172,2016-01-24,Waldheim,1,2016,NA,51.0770515,13.0057555
1173,2016-01-25,Halle (Saale),1,2016,NA,51.4953567,11.9662371
1174,2016-01-25,Zeitz,1,2016,NA,51.0443266,12.1402795
1175,2016-01-25,Bremen,1,2016,NA,53.0792962,8.8016937
1176,2016-01-25,Werther (Westf.),1,2016,NA,52.0738784,8.4147863
1177,2016-01-25,Paderborn,1,2016,NA,51.7189205,8.7575093
1178,2016-01-25,Harsewinkel,1,2016,NA,51.9642818,8.2333679
1179,2016-01-25,Witten,1,2016,NA,51.4438926,7.353197
1180,2016-01-25,Datteln,1,2016,NA,51.6461362,7.3348301
1181,2016-01-25,Speyer,1,2016,NA,49.3172765,8.4412172
1182,2016-01-25,St. Ingbert,1,2016,NA,49.2774456,7.1118995
1183,2016-01-26,Merseburg,1,2016,NA,51.3563278,11.9917462
1184,2016-01-26,Cottbus,1,2016,NA,51.7563108,14.3328679
1185,2016-01-26,Pohlheim,1,2016,NA,50.5083215,8.7246052
1186,2016-01-26,Möhnesee,1,2016,NA,51.47603,8.1231699
1187,2016-01-26,Wittlich,1,2016,NA,49.986944,6.889722
1188,2016-01-27,Strausberg,1,2016,NA,52.5659128,13.8777546
1189,2016-01-27,Lohne (Oldenburg),1,2016,NA,52.6505733,8.262598
1190,2016-01-27,Leverkusen,1,2016,NA,51.0459248,7.0192196
1191,2016-01-28,Potsdam,1,2016,NA,52.3905689,13.0644729
1192,2016-01-28,Schorndorf,1,2016,NA,48.8015423,9.52962
1193,2016-01-28,Heldenstein,1,2016,NA,48.2405766,12.3638194
1194,2016-01-28,Lingen (Ems),1,2016,NA,52.5238099,7.3169817
1195,2016-01-28,Herne,1,2016,NA,51.5368948,7.2009147
1196,2016-01-28,Korschenbroich,1,2016,NA,51.1894661,6.5144048
1197,2016-01-28,Köln,1,2016,NA,50.937531,6.9602786
1198,2016-01-28,Worms,1,2016,NA,49.6341372,8.3507182
1199,2016-01-29,Berlin,1,2016,NA,52.5200066,13.404954
1200,2016-01-29,Gütersloh,1,2016,NA,51.9032375,8.3857535
1201,2016-01-29,Chemnitz,1,2016,NA,50.8282222,12.9208547
1202,2016-01-29,Grimma,1,2016,NA,51.2364426,12.7202313
1203,2016-01-30,Schwedt/Oder,1,2016,NA,53.0624695,14.2734639
1204,2016-01-30,Tessin,1,2016,NA,54.028942,12.4609684
1205,2016-01-30,Chemnitz,1,2016,NA,50.8282222,12.9208547
1206,2016-01-30,Leipzig,1,2016,NA,51.3396955,12.3730747
1207,2016-01-30,Leipzig,1,2016,NA,51.3396955,12.3730747
1208,2016-01-30,Oelsnitz/Vogtl.,1,2016,NA,50.4175985,12.1758073
1209,2016-01-30,Reichenberg,1,2016,NA,49.7331441,9.9081882
1210,2016-01-31,Guben,1,2016,NA,51.9514863,14.695565
1211,2016-01-31,Berlin,1,2016,NA,52.5200066,13.404954
1212,2016-01-31,Heilbronn,1,2016,NA,49.1426929,9.210879
1213,2016-01-31,Lohmar,1,2016,NA,50.8378015,7.2126649
1214,2016-01-31,Duisburg,1,2016,NA,51.4344079,6.7623293
1215,2016-01-31,Konz,1,2016,NA,49.6993563,6.5726813
1216,2016-01-31,Homburg,1,2016,NA,49.3295827,7.3398428
1217,2016-01-31,Pirna,1,2016,NA,50.9625175,13.9419169
1218,2016-02-01,Bitterfeld-Wolfen,2,2016,NA,51.6819131,12.2615422
1219,2016-02-01,Schwedt/Oder,2,2016,NA,53.0624695,14.2734639
1220,2016-02-01,Eckental,2,2016,NA,49.5741786,11.2013519
1221,2016-02-01,Simbach a. Inn,2,2016,NA,48.2675863,13.0273628
1222,2016-02-01,Köln,2,2016,NA,50.937531,6.9602786
1223,2016-02-01,Glückstadt,2,2016,NA,53.7911914,9.4260898
1224,2016-02-02,Senftenberg,2,2016,NA,51.5204143,14.0049711
1225,2016-02-02,Süßen,2,2016,NA,48.6798451,9.7567784
1226,2016-02-02,Oberhausen,2,2016,NA,51.4878429,6.863308
1227,2016-02-03,Berlin,2,2016,NA,52.5200066,13.404954
1228,2016-02-03,Köln,2,2016,NA,50.937531,6.9602786
1229,2016-02-04,Hennigsdorf,2,2016,NA,52.6320478,13.2011404
1230,2016-02-05,Merseburg,2,2016,NA,51.3563278,11.9917462
1231,2016-02-05,Neumarkt i.d. OPf.,2,2016,NA,49.2772606,11.4671996
1232,2016-02-05,Südbrookmerland,2,2016,NA,53.4839006,7.3624231
1233,2016-02-05,Münster,2,2016,NA,51.9606649,7.6261347
1234,2016-02-05,Bocholt,2,2016,NA,51.8384277,6.6150917
1235,2016-02-05,Kiel,2,2016,NA,54.3232927,10.1227652
1236,2016-02-05,Freital,2,2016,NA,51.0008667,13.6512413
1237,2016-02-06,Finsterwalde,2,2016,NA,51.6302792,13.7085021
1238,2016-02-06,Nördlingen,2,2016,NA,48.8508157,10.4894906
1239,2016-02-06,Burtenbach,2,2016,NA,48.3394733,10.4481971
1240,2016-02-06,Alheim,2,2016,NA,51.024684,9.668189
1241,2016-02-06,Stadtallendorf,2,2016,NA,50.8218537,9.0202151
1242,2016-02-06,Hardegsen,2,2016,NA,51.6526829,9.8285446
1243,2016-02-06,Sankt Augustin,2,2016,NA,50.7694775,7.1875786
1244,2016-02-06,Morsbach,2,2016,NA,50.8665594,7.7267267
1245,2016-02-07,Biberach an der Riß,2,2016,NA,48.0951473,9.7901525
1246,2016-02-07,Schnaittach,2,2016,NA,49.5574631,11.3382201
1247,2016-02-07,Bruck i.d. OPf.,2,2016,NA,49.2463308,12.3064839
1248,2016-02-07,Hirschau,2,2016,NA,49.545563,11.9431406
1249,2016-02-07,Kaufbeuren,2,2016,NA,47.8830175,10.625966
1250,2016-02-07,Ansbach,2,2016,NA,49.3004246,10.5719357
1251,2016-02-07,Homberg (Efze),2,2016,NA,51.0314351,9.4127239
1252,2016-02-07,Velgast,2,2016,NA,54.272152,12.8103757
1253,2016-02-07,Hude (Oldb),2,2016,NA,53.1082424,8.4691725
1254,2016-02-07,Esens,2,2016,NA,53.6450283,7.6147529
1255,2016-02-07,Hainichen,2,2016,NA,50.9694542,13.1220989
1256,2016-02-07,Brotterode-Trusetal,2,2016,NA,50.8253716,10.4450149
1257,2016-02-08,Engstingen,2,2016,NA,48.3871631,9.2905038
1258,2016-02-08,Ansbach,2,2016,NA,49.3004246,10.5719357
1259,2016-02-08,Scheßlitz,2,2016,NA,49.9745037,11.0335991
1260,2016-02-08,Mühlheim am Main,2,2016,NA,50.1202168,8.8382646
1261,2016-02-08,Garbsen,2,2016,NA,52.4272509,9.5955146
1262,2016-02-08,Heinsberg,2,2016,NA,51.0600381,6.1183729
1263,2016-02-08,Warburg,2,2016,NA,51.4899078,9.14519
1264,2016-02-08,Warburg,2,2016,NA,51.4899078,9.14519
1265,2016-02-08,Colditz,2,2016,NA,51.1322353,12.8001398
1266,2016-02-08,Nordhausen,2,2016,NA,51.4983551,10.7931122
1267,2016-02-09,Kißlegg,2,2016,NA,47.789715,9.8857952
1268,2016-02-09,Pfarrkirchen,2,2016,NA,48.4319231,12.9378735
1269,2016-02-09,Duderstadt,2,2016,NA,51.5096571,10.2535104
1270,2016-02-09,Voerde (Niederrhein),2,2016,NA,51.6005212,6.6544111
1271,2016-02-09,Bad Gottleuba-Berggießhübel,2,2016,NA,50.854186,13.9438949
1272,2016-02-10,Gengenbach,2,2016,NA,48.4098117,8.0095997
1273,2016-02-10,Wilhelmshaven,2,2016,NA,53.5323403,8.1068722
1274,2016-02-10,Erfurt,2,2016,NA,50.9847679,11.0298799
1275,2016-02-11,Oranienburg,2,2016,NA,52.7557351,13.2408643
1276,2016-02-11,Oranienburg,2,2016,NA,52.7557351,13.2408643
1277,2016-02-11,Kelheim,2,2016,NA,48.9175771,11.8931689
1278,2016-02-11,Gudensberg,2,2016,NA,51.1770718,9.3682585
1279,2016-02-11,Bergneustadt,2,2016,NA,51.0204769,7.6485595
1280,2016-02-11,Kaiserslautern,2,2016,NA,49.4400657,7.7491265
1281,2016-02-11,Freital,2,2016,NA,51.0008667,13.6512413
1282,2016-02-11,Chemnitz,2,2016,NA,50.8282222,12.9208547
1283,2016-02-11,Pirna,2,2016,NA,50.9625175,13.9419169
1284,2016-02-12,Guben,2,2016,NA,51.9514863,14.695565
1285,2016-02-12,Spaichingen,2,2016,NA,48.0748189,8.7347582
1286,2016-02-12,Grasellenbach,2,2016,NA,49.6295038,8.8602949
1287,2016-02-12,Kamen,2,2016,NA,51.5882752,7.6590458
1288,2016-02-12,Remscheid,2,2016,NA,51.1787418,7.1896962
1289,2016-02-12,Zwickau,2,2016,NA,50.7147335,12.4981519
1290,2016-02-14,Cottbus,2,2016,NA,51.7563108,14.3328679
1291,2016-02-14,Potsdam,2,2016,NA,52.3905689,13.0644729
1292,2016-02-14,Kissing,2,2016,NA,48.3027069,10.972609
1293,2016-02-14,Haßfurt,2,2016,NA,50.0371575,10.5151523
1294,2016-02-14,Langelsheim,2,2016,NA,51.9353018,10.3325966
1295,2016-02-14,Hückelhoven,2,2016,NA,51.0532772,6.2226357
1296,2016-02-14,Ahaus,2,2016,NA,52.0825322,7.0150057
1297,2016-02-14,Meerane,2,2016,NA,50.8472857,12.4637223
1298,2016-02-14,Stadtilm,2,2016,NA,50.7753052,11.0809079
1299,2016-02-15,Köln,2,2016,NA,50.937531,6.9602786
1300,2016-02-15,Bautzen,2,2016,NA,51.182293,14.4237749
1301,2016-02-15,Krayenberggemeinde,2,2016,NA,50.8252822,10.1167996
1302,2016-02-16,Ebersbach an der Fils,2,2016,NA,48.7178492,9.5283591
1303,2016-02-16,Ueckermünde,2,2016,NA,53.7360433,14.0360788
1304,2016-02-16,Schöningen,2,2016,NA,52.1394882,10.9661706
1305,2016-02-16,Schöningen,2,2016,NA,52.1394882,10.9661706
1306,2016-02-16,Meckenheim,2,2016,NA,50.6258878,7.0319507
1307,2016-02-17,Merseburg,2,2016,NA,51.3563278,11.9917462
1308,2016-02-17,Beeskow,2,2016,NA,52.1741752,14.2481051
1309,2016-02-17,Hamburg,2,2016,NA,53.5488282,9.9871703
1310,2016-02-17,Emmerthal,2,2016,NA,52.0460563,9.3857583
1311,2016-02-17,Paderborn,2,2016,NA,51.7189205,8.7575093
1312,2016-02-17,Kirchhundem,2,2016,NA,51.0865154,8.0893855
1313,2016-02-17,Kiel,2,2016,NA,54.3232927,10.1227652
1314,2016-02-17,Döbeln,2,2016,NA,51.1229322,13.1167196
1315,2016-02-18,Unterensingen,2,2016,NA,48.6572541,9.3557253
1316,2016-02-18,Laatzen,2,2016,NA,52.3082442,9.8086195
1317,2016-02-18,Löbau,2,2016,NA,51.0962292,14.6701781
1318,2016-02-19,Neunkirchen-Seelscheid,2,2016,NA,50.8552827,7.3318586
1319,2016-02-19,Wittlich,2,2016,NA,49.986944,6.889722
1320,2016-02-19,Flensburg,2,2016,NA,54.7937431,9.4469964
1321,2016-02-19,Plauen,2,2016,NA,50.4976133,12.1368679
1322,2016-02-20,Magdeburg,2,2016,NA,52.1205333,11.6276237
1323,2016-02-20,Östringen,2,2016,NA,49.2176652,8.7068968
1324,2016-02-20,Kleines Wiesental,2,2016,NA,47.7197237,7.795611
1325,2016-02-20,Sternberg,2,2016,NA,53.7116884,11.8238507
1326,2016-02-20,Neunkirchen-Seelscheid,2,2016,NA,50.8552827,7.3318586
1327,2016-02-20,Krayenberggemeinde,2,2016,NA,50.8252822,10.1167996
1328,2016-02-21,Gräfenhainichen,2,2016,NA,51.728978,12.4535112
1329,2016-02-21,Illertissen,2,2016,NA,48.2253313,10.1012701
1330,2016-02-21,Hude (Oldb),2,2016,NA,53.1082424,8.4691725
1331,2016-02-21,Bautzen,2,2016,NA,51.182293,14.4237749
1332,2016-02-21,Chemnitz,2,2016,NA,50.8282222,12.9208547
1333,2016-02-22,Laucha an der Unstrut,2,2016,NA,51.2242681,11.6731446
1334,2016-02-22,Cottbus,2,2016,NA,51.7563108,14.3328679
1335,2016-02-22,Wallersdorf,2,2016,NA,48.7359058,12.7492954
1336,2016-02-22,Hamburg,2,2016,NA,53.5488282,9.9871703
1337,2016-02-22,Sottrum,2,2016,NA,53.1123973,9.2317413
1338,2016-02-22,Mülsen,2,2016,NA,50.7402085,12.5776638
1339,2016-02-22,Erfurt,2,2016,NA,50.9847679,11.0298799
1340,2016-02-23,Bad Kötzting,2,2016,NA,49.176803,12.8517439
1341,2016-02-23,Gießen,2,2016,NA,50.5840512,8.6784031
1342,2016-02-23,Buchholz in der Nordheide,2,2016,NA,53.3176971,9.8694845
1343,2016-02-23,Dresden,2,2016,NA,51.0504088,13.7372621
1344,2016-02-23,Reichenberg,2,2016,NA,49.7331441,9.9081882
1345,2016-02-24,Ansbach,2,2016,NA,49.3004246,10.5719357
1346,2016-02-24,Arnbruck,2,2016,NA,49.1308271,12.9984383
1347,2016-02-24,Lahntal,2,2016,NA,50.8447502,8.6604119
1348,2016-02-24,Welver,2,2016,NA,51.6175478,7.9564368
1349,2016-02-24,Lübeck,2,2016,NA,53.8654673,10.6865593
1350,2016-02-24,Markranstädt,2,2016,NA,51.3046156,12.2211256
1351,2016-02-24,Sonneberg,2,2016,NA,50.3601821,11.1709899
1352,2016-02-24,Floh-Seligenthal,2,2016,NA,50.7621785,10.4751444
1353,2016-02-25,Neukieritzsch,2,2016,NA,51.1499581,12.4103385
1354,2016-02-26,Gräfenhainichen,2,2016,NA,51.728978,12.4535112
1355,2016-02-26,Berlin,2,2016,NA,52.5200066,13.404954
1356,2016-02-26,Laage,2,2016,NA,53.9286632,12.3456629
1357,2016-02-26,Lohne (Oldenburg),2,2016,NA,52.6505733,8.262598
1358,2016-02-26,Wittlich,2,2016,NA,49.986944,6.889722
1359,2016-02-26,Walsdorf,2,2016,NA,49.8723768,10.7827713
1360,2016-02-26,Rendsburg,2,2016,NA,54.3080869,9.6606993
1361,2016-02-27,Bad Abbach,2,2016,NA,48.9373377,12.0462593
1362,2016-02-27,Rhauderfehn,2,2016,NA,53.135823,7.5746445
1363,2016-02-27,Lemgo,2,2016,NA,52.0266732,8.9018625
1364,2016-02-27,Schwerte,2,2016,NA,51.4289295,7.5656315
1365,2016-02-27,Waltrop,2,2016,NA,51.6216271,7.4030797
1366,2016-02-27,Lambrecht (Pfalz),2,2016,NA,49.3727201,8.0720045
1367,2016-02-28,Kirchhundem,2,2016,NA,51.0865154,8.0893855
1368,2016-02-28,Greven,2,2016,NA,52.0965179,7.61711
1369,2016-02-29,Friedrichshafen,2,2016,NA,47.6567329,9.4649538
1370,2016-02-29,Pfaffenhofen a.d. Ilm,2,2016,NA,48.5274509,11.5124179
1371,2016-02-29,Bad Driburg,2,2016,NA,51.7328389,9.0215477
1372,2016-03-01,Strausberg,3,2016,NA,52.5659128,13.8777546
1373,2016-03-01,Maroldsweisach,3,2016,NA,50.1958271,10.6586746
1374,2016-03-01,Gudensberg,3,2016,NA,51.1770718,9.3682585
1375,2016-03-01,Langelsheim,3,2016,NA,51.9353018,10.3325966
1376,2016-03-01,Kleve,3,2016,NA,51.786726,6.12954
1377,2016-03-02,Schieder-Schwalenberg,3,2016,NA,51.9078703,9.1759596
1378,2016-03-03,Magdeburg,3,2016,NA,52.1205333,11.6276237
1379,2016-03-03,Melle,3,2016,NA,52.2033222,8.3372664
1380,2016-03-03,Schleswig,3,2016,NA,54.5249669,9.5608476
1381,2016-03-03,Eisenach,3,2016,NA,50.9795715,10.3146872
1382,2016-03-03,Schmalkalden,3,2016,NA,50.7234272,10.4546019
1383,2016-03-03,Erfurt,3,2016,NA,50.9847679,11.0298799
1384,2016-03-04,München,3,2016,NA,48.1351253,11.5819806
1385,2016-03-04,München,3,2016,NA,48.1351253,11.5819806
1386,2016-03-04,Tessin,3,2016,NA,54.028942,12.4609684
1387,2016-03-04,Döbeln,3,2016,NA,51.1229322,13.1167196
1388,2016-03-04,Zwönitz,3,2016,NA,50.6320683,12.8095151
1389,2016-03-04,Dresden,3,2016,NA,51.0504088,13.7372621
1390,2016-03-05,Königs Wusterhausen,3,2016,NA,52.2958906,13.6228382
1391,2016-03-05,Königs Wusterhausen,3,2016,NA,52.2958906,13.6228382
1392,2016-03-05,Ebersburg,3,2016,NA,50.4561429,9.7909101
1393,2016-03-05,Rostock,3,2016,NA,54.0924406,12.0991466
1394,2016-03-05,Stade,3,2016,NA,53.5928618,9.4709494
1395,2016-03-05,Düsseldorf,3,2016,NA,51.2230411,6.7824545
1396,2016-03-05,Freital,3,2016,NA,51.0008667,13.6512413
1397,2016-03-05,Ellrich,3,2016,NA,51.5865458,10.6628882
1398,2016-03-06,Feldkirchen-Westerham,3,2016,NA,47.9093375,11.8451808
1399,2016-03-06,Schönbrunn i. Steigerwald,3,2016,NA,49.8585264,10.6897045
1400,2016-03-06,Vreden,3,2016,NA,52.0353944,6.8245487
1401,2016-03-07,Stockelsdorf,3,2016,NA,53.8954552,10.6466364
1402,2016-03-08,Sülzetal,3,2016,NA,52.0352777,11.5269553
1403,2016-03-08,Döbeln,3,2016,NA,51.1229322,13.1167196
1404,2016-03-09,Leverkusen,3,2016,NA,51.0459248,7.0192196
1405,2016-03-09,Bergneustadt,3,2016,NA,51.0204769,7.6485595
1406,2016-03-09,Bad Oldesloe,3,2016,NA,53.8076269,10.3822557
1407,2016-03-10,Oldenburg (Oldb),3,2016,NA,53.1434501,8.2145521
1408,2016-03-10,Wenden,3,2016,NA,50.9716418,7.8665433
1409,2016-03-11,Wittstock/Dosse,3,2016,NA,53.1631855,12.4859969
1410,2016-03-11,Rielasingen-Worblingen,3,2016,NA,47.7283364,8.8461482
1411,2016-03-11,Freiberg am Neckar,3,2016,NA,48.9334303,9.1992433
1412,2016-03-11,Jena,3,2016,NA,50.927054,11.5892372
1413,2016-03-11,Jena,3,2016,NA,50.927054,11.5892372
1414,2016-03-12,Gosheim,3,2016,NA,48.1343215,8.7571925
1415,2016-03-12,Untersteinach,3,2016,NA,50.1328108,11.5258367
1416,2016-03-12,Burgthann,3,2016,NA,49.3492571,11.312761
1417,2016-03-12,Bad Kleinen,3,2016,NA,53.7705702,11.4720109
1418,2016-03-12,Wallenhorst,3,2016,NA,52.3491544,8.0052769
1419,2016-03-12,Bad Grund (Harz),3,2016,NA,51.8095249,10.2383609
1420,2016-03-12,Grevenbroich,3,2016,NA,51.0902094,6.585863
1421,2016-03-12,Drolshagen,3,2016,NA,51.0244556,7.7706302
1422,2016-03-13,Mühlheim am Main,3,2016,NA,50.1202168,8.8382646
1423,2016-03-13,Goldberg,3,2016,NA,53.5900958,12.0857297
1424,2016-03-13,Grevenbroich,3,2016,NA,51.0902094,6.585863
1425,2016-03-14,Iserlohn,3,2016,NA,51.3765096,7.6960842
1426,2016-03-14,Gera,3,2016,NA,50.8850706,12.0807203
1427,2016-03-15,Braunlage,3,2016,NA,51.7249346,10.6104347
1428,2016-03-15,Dresden,3,2016,NA,51.0504088,13.7372621
1429,2016-03-16,Viechtach,3,2016,NA,49.0794562,12.8831956
1430,2016-03-16,Hagenow,3,2016,NA,53.427648,11.1900699
1431,2016-03-16,Katlenburg-Lindau,3,2016,NA,51.6510486,10.0936577
1432,2016-03-16,Hohndorf,3,2016,NA,50.7414905,12.6746346
1433,2016-03-16,Greußen,3,2016,NA,51.22824,10.94823
1434,2016-03-17,Lauta,3,2016,NA,51.4568295,14.1008615
1435,2016-03-18,München,3,2016,NA,48.1351253,11.5819806
1436,2016-03-18,Bremerhaven,3,2016,NA,53.5395845,8.5809424
1437,2016-03-19,Niedereschach,3,2016,NA,48.1298516,8.5281883
1438,2016-03-19,Mulfingen,3,2016,NA,49.3408213,9.802786
1439,2016-03-19,Eslohe (Sauerland),3,2016,NA,51.2541269,8.169605
1440,2016-03-20,Wolmirstedt,3,2016,NA,52.2521368,11.629014
1441,2016-03-20,Fürstenwalde/Spree,3,2016,NA,52.3680179,14.0594725
1442,2016-03-20,Stephanskirchen,3,2016,NA,47.8553335,12.1840788
1443,2016-03-20,Meschede,3,2016,NA,51.3511245,8.2851304
1444,2016-03-20,Grevenbroich,3,2016,NA,51.0902094,6.585863
1445,2016-03-20,Jahnsdorf/Erzgeb.,3,2016,NA,50.7460399,12.8544599
1446,2016-03-21,Borsdorf,3,2016,NA,51.3482636,12.5431488
1447,2016-03-21,Brotterode-Trusetal,3,2016,NA,50.8253716,10.4450149
1448,2016-03-22,Potsdam,3,2016,NA,52.3905689,13.0644729
1449,2016-03-22,Neumarkt i.d. OPf.,3,2016,NA,49.2772606,11.4671996
1450,2016-03-22,Xanten,3,2016,NA,51.6571081,6.4486504
1451,2016-03-22,Dresden,3,2016,NA,51.0504088,13.7372621
1452,2016-03-23,Berlin,3,2016,NA,52.5200066,13.404954
1453,2016-03-23,Berlin,3,2016,NA,52.5200066,13.404954
