"state","year","constituency","constituency_url","afd","cdu","gruene","spd","fdp","die_linke","csu"
"Baden-Wurttemberg                    ",2021,"60 Reutlingen","https://www.election.de/cgi-bin/showcandres_bw16.pl?land=bw16&wahlkreis=60 Reutlingen",15.1,23.9,31.2,14.2,8.4,3.4,NA
"Baden-Wurttemberg                    ",2021,"61 Hechingen-Münsingen","https://www.election.de/cgi-bin/showcandres_bw16.pl?land=bw16&wahlkreis=61 Hechingen-Münsingen",16.1,28.5,27.8,11.3,11.4,2.2,NA
"Baden-Wurttemberg                    ",2021,"62 Tübingen","https://www.election.de/cgi-bin/showcandres_bw16.pl?land=bw16&wahlkreis=62 Tübingen",10.3,23.8,37.7,12.6,6.5,5.3,NA
"Baden-Wurttemberg                    ",2021,"63 Balingen","https://www.election.de/cgi-bin/showcandres_bw16.pl?land=bw16&wahlkreis=63 Balingen",18.1,29.4,29,9.9,8.1,2.3,NA
"Baden-Wurttemberg                    ",2021,"64 Ulm","https://www.election.de/cgi-bin/showcandres_bw16.pl?land=bw16&wahlkreis=64 Ulm",12.9,25.2,33,14.7,7.3,2.9,NA
"Baden-Wurttemberg                    ",2021,"65 Ehingen","https://www.election.de/cgi-bin/showcandres_bw16.pl?land=bw16&wahlkreis=65 Ehingen",15.9,36.3,27.6,9.1,6.6,1.6,NA
"Baden-Wurttemberg                    ",2021,"66 Biberach","https://www.election.de/cgi-bin/showcandres_bw16.pl?land=bw16&wahlkreis=66 Biberach",15,35.9,29.4,7.3,7.2,1.9,NA
"Baden-Wurttemberg                    ",2021,"67 Bodensee","https://www.election.de/cgi-bin/showcandres_bw16.pl?land=bw16&wahlkreis=67 Bodensee",12.4,27.4,35.7,10.1,9.1,2.7,NA
"Baden-Wurttemberg                    ",2021,"68 Wangen","https://www.election.de/cgi-bin/showcandres_bw16.pl?land=bw16&wahlkreis=68 Wangen",13.9,35.1,30.3,7.5,6.1,1.9,NA
"Baden-Wurttemberg                    ",2021,"69 Ravensburg","https://www.election.de/cgi-bin/showcandres_bw16.pl?land=bw16&wahlkreis=69 Ravensburg",12.1,31,33,8.5,9.1,2.5,NA
"Baden-Wurttemberg                    ",2021,"70 Sigmaringen","https://www.election.de/cgi-bin/showcandres_bw16.pl?land=bw16&wahlkreis=70 Sigmaringen",14.7,32.3,33.7,6.8,7.5,1.8,NA
"Bavaria",2013,"101 München-Hadern","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=101 München-Hadern",NA,NA,11.9,31.1,4.6,2.6,37.5
"Bavaria",2013,"102 München-Bogenhausen","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=102 München-Bogenhausen",NA,NA,14.4,28.9,6.8,2.6,36.3
"Bavaria",2013,"103 München-Giesing","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=103 München-Giesing",NA,NA,14.1,29.1,5.6,3,33.8
"Bavaria",2013,"104 München-Milbertshofen","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=104 München-Milbertshofen",NA,NA,13.6,33.8,5.4,2.7,32.3
"Bavaria",2013,"105 München-Moosach","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=105 München-Moosach",NA,NA,9.2,31.7,4.6,2.6,39.5
"Bavaria",2013,"106 München-Pasing","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=106 München-Pasing",NA,NA,11.3,27.1,4.5,2.2,42
"Bavaria",2013,"107 München-Ramersdorf","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=107 München-Ramersdorf",NA,NA,8.2,29.5,4.2,2.4,43
"Bavaria",2013,"108 München-Schwabing","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=108 München-Schwabing",NA,NA,17.7,29.2,8.2,2.2,31.6
"Bavaria",2013,"109 Altötting","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=109 Altötting",NA,NA,5.8,21.5,1.9,1.5,49.9
"Bavaria",2013,"110 Bad Tölz-Wolfratshausen-Garmisch-Partenkirchen","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=110 Bad Tölz-Wolfratshausen-Garmisch-Partenkirchen",NA,NA,6.7,13.2,3,1.5,51.4
"Bavaria",2013,"111 Berchtesgadener Land","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=111 Berchtesgadener Land",NA,NA,11.8,11.6,1.8,1.4,51.2
"Bavaria",2013,"112 Dachau","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=112 Dachau",NA,NA,5.4,23.4,2.1,1.5,47.3
"Bavaria",2013,"113 Ebersberg","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=113 Ebersberg",NA,NA,11.7,19.9,4.7,1.4,46.2
"Bavaria",2013,"114 Eichstätt","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=114 Eichstätt",NA,NA,4.4,17,1.8,2.3,54.3
"Bavaria",2013,"115 Erding","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=115 Erding",NA,NA,9.8,11.6,2.5,1.8,49.8
"Bavaria",2013,"116 Freising","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=116 Freising",NA,NA,25.2,10.9,2.4,1.9,38.8
"Bavaria",2013,"117 Fürstenfeldbruck-Ost","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=117 Fürstenfeldbruck-Ost",NA,NA,12.6,20.6,3.6,1.7,44.5
"Bavaria",2013,"118 Ingolstadt","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=118 Ingolstadt",NA,NA,8,19.2,3.6,3.3,45.7
"Bavaria",2013,"119 Landsberg am Lech-Fürstenfeldbruck-West","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=119 Landsberg am Lech-Fürstenfeldbruck-West",NA,NA,11,17.4,2.6,2.1,50.3
"Bavaria",2013,"120 Miesbach","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=120 Miesbach",NA,NA,8.5,14,2.8,1.2,56.8
"Bavaria",2013,"121 Mühldorf a.Inn","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=121 Mühldorf a.Inn",NA,NA,5.7,11,1.4,1.7,63.1
"Bavaria",2013,"122 München-Land-Nord","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=122 München-Land-Nord",NA,NA,10.3,23.3,4,1.7,42.9
"Bavaria",2013,"123 München-Land-Süd","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=123 München-Land-Süd",NA,NA,12.2,20.5,7.1,1.4,46.4
"Bavaria",2013,"124 Neuburg-Schrobenhausen","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=124 Neuburg-Schrobenhausen",NA,NA,5.7,12.5,1.6,1.9,61.5
"Bavaria",2013,"125 Pfaffenhofen a.d.Ilm","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=125 Pfaffenhofen a.d.Ilm",NA,NA,5.8,19.9,3.7,2,47.1
"Bavaria",2013,"126 Rosenheim-Ost","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=126 Rosenheim-Ost",NA,NA,10.9,12.8,2.6,1.6,50.02
"Bavaria",2013,"127 Rosenheim-West","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=127 Rosenheim-West",NA,NA,10.5,14.8,2.2,1.7,51.8
"Bavaria",2013,"128 Starnberg","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=128 Starnberg",NA,NA,12.7,16.8,10.7,1.3,40.8
"Bavaria",2013,"129 Traunstein","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=129 Traunstein",NA,NA,12.8,12.9,2.3,1.8,50.6
"Bavaria",2013,"130 Weilheim-Schongau","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=130 Weilheim-Schongau",NA,NA,8.6,14.5,2.8,2,49.2
"Bavaria",2013,"201 Deggendorf","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=201 Deggendorf",NA,NA,4.6,13.1,2.6,2.1,56
"Bavaria",2013,"202 Dingolfing","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=202 Dingolfing",NA,NA,5.1,14.2,4.6,1.8,48
"Bavaria",2013,"203 Kelheim","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=203 Kelheim",NA,NA,5.3,18,3.1,1.5,53.4
"Bavaria",2013,"204 Landshut","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=204 Landshut",NA,NA,9.2,13.7,4.2,1.6,42.2
"Bavaria",2013,"205 Passau-Ost","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=205 Passau-Ost",NA,NA,6.1,19.1,4.7,2.4,46.6
"Bavaria",2013,"206 Passau-West","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=206 Passau-West",NA,NA,7.1,16.1,3,2,55
"Bavaria",2013,"207 Regen-Freyung-Grafenau","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=207 Regen-Freyung-Grafenau",NA,NA,3.2,14.7,2.9,1.5,49.5
"Bavaria",2013,"208 Rottal-Inn","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=208 Rottal-Inn",NA,NA,6.1,11.4,3,1.4,59.1
"Bavaria",2013,"209 Straubing","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=209 Straubing",NA,NA,2.6,13.3,2.9,1.8,54
"Bavaria",2013,"301 Amberg-Sulzbach","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=301 Amberg-Sulzbach",NA,NA,5.4,24.6,1.9,2.4,47
"Bavaria",2013,"302 Cham","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=302 Cham",NA,NA,3,12.5,1.5,1.5,48.7
"Bavaria",2013,"303 Neumarkt i.d.OPf.","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=303 Neumarkt i.d.OPf.",NA,NA,6.5,14.2,1.6,1.9,56.6
"Bavaria",2013,"304 Regensburg-Land","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=304 Regensburg-Land",NA,NA,5.2,14.7,1.7,1.6,49.5
"Bavaria",2013,"305 Regensburg-Stadt","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=305 Regensburg-Stadt",NA,NA,11.1,23.6,3,2.7,42.5
"Bavaria",2013,"306 Schwandorf","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=306 Schwandorf",NA,NA,3.4,25.6,1.1,1.7,44.1
"Bavaria",2013,"307 Tirschenreuth","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=307 Tirschenreuth",NA,NA,4.3,18.3,1,1.8,54.5
"Bavaria",2013,"308 Weiden i.d.OPf.","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=308 Weiden i.d.OPf.",NA,NA,3.7,28.1,2.6,2,47
"Bavaria",2013,"401 Bamberg-Land","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=401 Bamberg-Land",NA,NA,6.8,14.3,2.1,2,55.3
"Bavaria",2013,"402 Bamberg-Stadt","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=402 Bamberg-Stadt",NA,NA,11.4,20.2,2.9,2.4,47.8
"Bavaria",2013,"403 Bayreuth","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=403 Bayreuth",NA,NA,8.4,23.2,5.4,1.7,42.7
"Bavaria",2013,"404 Coburg","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=404 Coburg",NA,NA,7.5,27.2,2.3,2.4,41.8
"Bavaria",2013,"405 Forchheim","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=405 Forchheim",NA,NA,8.9,14.7,2.5,1.8,37.4
"Bavaria",2013,"406 Hof","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=406 Hof",NA,NA,4.6,33.6,2.3,2.8,40
"Bavaria",2013,"407 Kronach-Lichtenfels","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=407 Kronach-Lichtenfels",NA,NA,4,24.2,2,1.5,48.3
"Bavaria",2013,"408 Wunsiedel-Kulmbach","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=408 Wunsiedel-Kulmbach",NA,NA,4.6,30.5,2.2,2.4,44.7
"Bavaria",2013,"501 Nürnberg-Nord","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=501 Nürnberg-Nord",NA,NA,13.6,31,4.2,4.7,34.1
"Bavaria",2013,"502 Nürnberg-Ost","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=502 Nürnberg-Ost",NA,NA,11.1,29.1,4.2,3.6,39
"Bavaria",2013,"503 Nürnberg-Süd","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=503 Nürnberg-Süd",NA,NA,7.6,32,2,2.8,41.4
"Bavaria",2013,"504 Nürnberg-West","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=504 Nürnberg-West",NA,NA,7.2,30.1,2,4.3,43.2
"Bavaria",2013,"505 Ansbach-Nord","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=505 Ansbach-Nord",NA,NA,14.1,18.7,3,2.4,40.2
"Bavaria",2013,"506 Ansbach-Süd-Weißenburg-Gunzenhausen","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=506 Ansbach-Süd-Weißenburg-Gunzenhausen",NA,NA,6.6,19.8,2.5,2,49
"Bavaria",2013,"507 Erlangen-Höchstadt","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=507 Erlangen-Höchstadt",NA,NA,8.7,24,4.1,2.6,41.1
"Bavaria",2013,"508 Erlangen-Stadt","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=508 Erlangen-Stadt",NA,NA,15,24.8,3.3,3,40.2
"Bavaria",2013,"509 Fürth","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=509 Fürth",NA,NA,9.9,28.5,3,4.3,38.4
"Bavaria",2013,"510 Neustadt a.d.Aisch-Bad Windsheim-Fürth-Land","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=510 Neustadt a.d.Aisch-Bad Windsheim-Fürth-Land",NA,NA,7,21.9,2.2,2.1,49.4
"Bavaria",2013,"511 Nürnberger Land","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=511 Nürnberger Land",NA,NA,9.1,25.9,1.9,2,41.3
"Bavaria",2013,"512 Roth","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=512 Roth",NA,NA,6.9,25.4,2.1,2,42.1
"Bavaria",2013,"601 Aschaffenburg-Ost","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=601 Aschaffenburg-Ost",NA,NA,8.2,21.1,2.7,1.6,52.8
"Bavaria",2013,"602 Aschaffenburg-West","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=602 Aschaffenburg-West",NA,NA,15.4,24.2,4.1,1.8,42.9
"Bavaria",2013,"603 Bad Kissingen","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=603 Bad Kissingen",NA,NA,5,19.1,3.2,3.1,54.4
"Bavaria",2013,"604 Haßberge-Rhön-Grabfeld","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=604 Haßberge-Rhön-Grabfeld",NA,NA,6.6,17,2.9,2.9,52.3
"Bavaria",2013,"605 Kitzingen","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=605 Kitzingen",NA,NA,6.2,16,2.5,2.5,50.8
"Bavaria",2013,"606 Main-Spessart","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=606 Main-Spessart",NA,NA,8.1,18.7,1.6,1.4,43.1
"Bavaria",2013,"607 Miltenberg","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=607 Miltenberg",NA,NA,6.9,19.4,6.3,2.2,46.3
"Bavaria",2013,"608 Schweinfurt","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=608 Schweinfurt",NA,NA,8.1,22.5,2.3,3.7,48.7
"Bavaria",2013,"609 Würzburg-Land","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=609 Würzburg-Land",NA,NA,9.4,23.6,2.8,2,48.3
"Bavaria",2013,"610 Würzburg-Stadt","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=610 Würzburg-Stadt",NA,NA,16.1,25.2,3.1,2.3,39.4
"Bavaria",2013,"701 Augsburg-Stadt-Ost","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=701 Augsburg-Stadt-Ost",NA,NA,11.6,26.3,3.5,4.1,40.7
"Bavaria",2013,"702 Augsburg-Stadt-West","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=702 Augsburg-Stadt-West",NA,NA,10.4,24.7,3.5,3.4,42.7
"Bavaria",2013,"703 Aichach-Friedberg","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=703 Aichach-Friedberg",NA,NA,7.2,17.7,3.6,1.6,52.5
"Bavaria",2013,"704 Augsburg-Land-Dillingen","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=704 Augsburg-Land-Dillingen",NA,NA,6,16.5,7.5,1.9,43.2
"Bavaria",2013,"705 Augsburg-Land-Süd","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=705 Augsburg-Land-Süd",NA,NA,7.8,18.1,2.7,2.1,52.1
"Bavaria",2013,"706 Donau-Ries","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=706 Donau-Ries",NA,NA,6.1,17.4,2,2.6,52.8
"Bavaria",2013,"707 Günzburg","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=707 Günzburg",NA,NA,8.8,13.4,2.6,2,55
"Bavaria",2013,"708 Kaufbeuren","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=708 Kaufbeuren",NA,NA,7,12.3,3.1,1.6,51.3
"Bavaria",2013,"709 Kempten-Oberallgäu","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=709 Kempten-Oberallgäu",NA,NA,11.1,12.4,4.4,2.1,46.9
"Bavaria",2013,"710 Lindau-Sonthofen","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=710 Lindau-Sonthofen",NA,NA,11.1,13.9,3.5,1.7,48.7
"Bavaria",2013,"711 Marktoberdorf","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=711 Marktoberdorf",NA,NA,7.6,14.4,2,1.5,52.3
"Bavaria",2013,"712 Memmingen","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=712 Memmingen",NA,NA,6.8,16.1,3.1,NA,52.4
"Bavaria",2013,"713 Neu-Ulm","https://www.election.de/cgi-bin/showcandres_by13.pl?land=by13&wahlkreis=713 Neu-Ulm",NA,NA,7.5,20.5,3.4,3.1,47.1
"Bavaria",2018,"101 München-Hadern","https://www.election.de/cgi-bin/showcandres_by18.pl?land=by18&karte=by18e&wahlkreis=101 München-Hadern",7.2,NA,26.9,13.2,7.6,4.8,28.8
"Bavaria",2018,"102 München-Bogenhausen","https://www.election.de/cgi-bin/showcandres_by18.pl?land=by18&karte=by18e&wahlkreis=102 München-Bogenhausen",6.8,NA,26.5,12.9,9.8,3.7,28.8
"Bavaria",2018,"103 München-Giesing","https://www.election.de/cgi-bin/showcandres_by18.pl?land=by18&karte=by18e&wahlkreis=103 München-Giesing",6.3,NA,31.7,12.6,8.5,5,22.1
"Bavaria",2018,"104 München-Milbertshofen","https://www.election.de/cgi-bin/showcandres_by18.pl?land=by18&karte=by18e&wahlkreis=104 München-Milbertshofen",6,NA,35.3,13.9,8.7,5,20.8
"Bavaria",2018,"105 München-Moosach","https://www.election.de/cgi-bin/showcandres_by18.pl?land=by18&karte=by18e&wahlkreis=105 München-Moosach",8.1,NA,26.2,14.9,7.9,4.2,26.1
"Bavaria",2018,"106 München-Pasing","https://www.election.de/cgi-bin/showcandres_by18.pl?land=by18&karte=by18e&wahlkreis=106 München-Pasing",7.2,NA,28,12.5,7.5,3.9,30.8
"Bavaria",2018,"107 München-Ramersdorf","https://www.election.de/cgi-bin/showcandres_by18.pl?land=by18&karte=by18e&wahlkreis=107 München-Ramersdorf",7.8,NA,24.4,14,7.1,3.5,30.4
"Bavaria",2018,"108 München-Schwabing","https://www.election.de/cgi-bin/showcandres_by18.pl?land=by18&karte=by18e&wahlkreis=108 München-Schwabing",4.9,NA,34.9,13.4,13,4.3,20.6
"Bavaria",2018,"109 München-Mitte","https://www.election.de/cgi-bin/showcandres_by18.pl?land=by18&karte=by18e&wahlkreis=109 München-Mitte",3.9,NA,45.4,10.9,9.1,6.9,15.7
"Bavaria",2018,"110 Altötting","https://www.election.de/cgi-bin/showcandres_by18.pl?land=by18&karte=by18e&wahlkreis=110 Altötting",10.9,NA,10.9,10,3.7,2.4,42.1
"Bavaria",2018,"111 Bad Tölz-Wolfratshausen-Garmisch-Partenkirchen","https://www.election.de/cgi-bin/showcandres_by18.pl?land=by18&karte=by18e&wahlkreis=111 Bad Tölz-Wolfratshausen-Garmisch-Partenkirchen",8.9,NA,20.8,4.9,4.5,2.1,38.4
"Bavaria",2018,"112 Berchtesgadener Land","https://www.election.de/cgi-bin/showcandres_by18.pl?land=by18&karte=by18e&wahlkreis=112 Berchtesgadener Land",9.6,NA,16,6.7,3.5,2.6,42.7
"Bavaria",2018,"113 Dachau","https://www.election.de/cgi-bin/showcandres_by18.pl?land=by18&karte=by18e&wahlkreis=113 Dachau",9.2,NA,15.9,12.7,5.9,2.2,34.2
"Bavaria",2018,"114 Ebersberg","https://www.election.de/cgi-bin/showcandres_by18.pl?land=by18&karte=by18e&wahlkreis=114 Ebersberg",7.1,NA,21.1,12.1,6.7,2.5,36.1
"Bavaria",2018,"115 Eichstätt","https://www.election.de/cgi-bin/showcandres_by18.pl?land=by18&karte=by18e&wahlkreis=115 Eichstätt",11.5,NA,11.9,7,4.4,2.5,43.2
"Bavaria",2018,"116 Erding","https://www.election.de/cgi-bin/showcandres_by18.pl?land=by18&karte=by18e&wahlkreis=116 Erding",11.4,NA,15.5,6.8,4.3,2.3,37.9
"Bavaria",2018,"117 Freising","https://www.election.de/cgi-bin/showcandres_by18.pl?land=by18&karte=by18e&wahlkreis=117 Freising",9.6,NA,24,5.2,4.6,3.1,27.4
"Bavaria",2018,"118 Fürstenfeldbruck-Ost","https://www.election.de/cgi-bin/showcandres_by18.pl?land=by18&karte=by18e&wahlkreis=118 Fürstenfeldbruck-Ost",8.3,NA,24.9,8.9,6,2.4,32.1
"Bavaria",2018,"119 Ingolstadt","https://www.election.de/cgi-bin/showcandres_by18.pl?land=by18&karte=by18e&wahlkreis=119 Ingolstadt",12.9,NA,15.8,9.1,7.4,5.9,36
"Bavaria",2018,"120 Landsberg am Lech-Fürstenfeldbruck-West","https://www.election.de/cgi-bin/showcandres_by18.pl?land=by18&karte=by18e&wahlkreis=120 Landsberg am Lech-Fürstenfeldbruck-West",8.4,NA,24.4,7.7,5.7,3,35.5
"Bavaria",2018,"121 Miesbach","https://www.election.de/cgi-bin/showcandres_by18.pl?land=by18&karte=by18e&wahlkreis=121 Miesbach",8.2,NA,16.7,6.7,4.9,2,45.7
"Bavaria",2018,"122 Mühldorf a.Inn","https://www.election.de/cgi-bin/showcandres_by18.pl?land=by18&karte=by18e&wahlkreis=122 Mühldorf a.Inn",12.4,NA,11.2,6.2,3.1,2.1,48.2
"Bavaria",2018,"123 München-Land-Nord","https://www.election.de/cgi-bin/showcandres_by18.pl?land=by18&karte=by18e&wahlkreis=123 München-Land-Nord",7.6,NA,22.8,11.3,7.6,2.9,30.6
"Bavaria",2018,"124 München-Land-Süd","https://www.election.de/cgi-bin/showcandres_by18.pl?land=by18&karte=by18e&wahlkreis=124 München-Land-Süd",6.9,NA,23.6,12.2,10.3,2.1,32.2
"Bavaria",2018,"125 Neuburg-Schrobenhausen","https://www.election.de/cgi-bin/showcandres_by18.pl?land=by18&karte=by18e&wahlkreis=125 Neuburg-Schrobenhausen",11.1,NA,10.1,5.4,3,2,34.6
"Bavaria",2018,"126 Pfaffenhofen a.d.Ilm","https://www.election.de/cgi-bin/showcandres_by18.pl?land=by18&karte=by18e&wahlkreis=126 Pfaffenhofen a.d.Ilm",12.8,NA,11.3,9.8,9.4,2.2,35.7
"Bavaria",2018,"127 Rosenheim-Ost","https://www.election.de/cgi-bin/showcandres_by18.pl?land=by18&karte=by18e&wahlkreis=127 Rosenheim-Ost",10.1,NA,20,6,5.4,2.6,35.4
"Bavaria",2018,"128 Rosenheim-West","https://www.election.de/cgi-bin/showcandres_by18.pl?land=by18&karte=by18e&wahlkreis=128 Rosenheim-West",10.6,NA,16.3,7.2,5.5,3,37.8
